palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
amaineis,escollaron,02f99041,02f99041..985664ee,descrecerias,1.0023,nuevo_atractor
sacrificaria,pasterizare,fa6a2d4f,fa6a2d4f..9aa7f5cd,regularizaramos,1.1097,nuevo_atractor
cortisquees,segundada,399a7d99,399a7d99..e723180c,puristas,1.7023,nuevo_atractor
fertilizase,entrampara,70919f52,70919f52..1ccf4dd8,desenlodaren,1.5839,nuevo_atractor
cercioraremos,intruseaste,0e16ba1a,0e16ba1a..dcbdcfd4,solistas,1.4559,nuevo_atractor
tuberculoso,efectuasen,0f24ca43,0f24ca43..d2fb6b5d,achechas,1.6903,nuevo_atractor
falluteen,ahogado,f7c6c2d7,f7c6c2d7..49b946b2,embarcaron,0.9526,nuevo_atractor
gatescos,malgastasteis,9f78cb86,9f78cb86..e638f16a,conjuramentado,0.8717,nuevo_atractor
cerdos,precautelaria,378deb60,378deb60..b4104053,empobrecieremos,0.6678,nuevo_atractor
paleteaban,desamparariais,358e1fd3,358e1fd3..6344e6e5,decelerabamos,0.6085,nuevo_atractor
desalteraseis,tisteemos,da7d463e,da7d463e..f433f4ae,repuse,1.0703,nuevo_atractor
egregiamente,rispar,4a0e9d91,4a0e9d91..346f2d7e,aspaventa,1.1013,nuevo_atractor
relucir,refuto,d5dae5dd,d5dae5dd..32f2979e,gencianaceo,0.7302,nuevo_atractor
velarizando,entrojara,8b12c23d,8b12c23d..dea1c3a0,sancionadas,0.6894,nuevo_atractor
tudescos,apacentador,9c849f47,9c849f47..fb4628a8,maridaste,1.5661,nuevo_atractor
bascularias,apandillarian,359d6759,359d6759..e01f184e,anticatodo,1.2838,nuevo_atractor
desborregarais,remolieseis,ae591429,ae591429..91b061e9,aconteceres,0.5646,nuevo_atractor
entrecruzaren,martajase,59d7c951,59d7c951..21c313b2,entrañas,0.7474,nuevo_atractor
calabrotados,pincelado,0f2a71c4,0f2a71c4..f8b7a081,contentura,1.5589,nuevo_atractor
membresias,empapujaremos,73c55bd3,73c55bd3..35f33cb2,avetada,0.6193,nuevo_atractor
musicalizaseis,dulcera,d0fb3a94,d0fb3a94..f8f2dac0,desconsolara,0.5274,nuevo_atractor
portabustos,ñateaseis,a81662d6,a81662d6..dc35e784,enmarabamos,1.4536,nuevo_atractor
entapizaramos,acebadasteis,a92dd0f4,a92dd0f4..4d681a86,enlozara,0.6545,nuevo_atractor
tarrajeemos,infrautilizaste,2c68def9,2c68def9..ac01a11b,escobos,0.7098,nuevo_atractor
emboñigabamos,desenyuntasemos,0bdee5e1,0bdee5e1..15813a6f,confrontando,1.5107,nuevo_atractor
encanalizaria,apadrinaren,6c36be5a,6c36be5a..a2fdcdf7,compartirias,0.8023,nuevo_atractor
adinero,prosapia,c0bb42c9,c0bb42c9..279a5da9,relinchasemos,1.1093,nuevo_atractor
arrezagas,desnegase,83214199,83214199..827b7f9d,esgonzaban,0.9805,nuevo_atractor
terremoteares,entuñando,6dc0a6a0,6dc0a6a0..c3728c6d,supresiones,1.5274,nuevo_atractor
giga,amartillarian,4451a1cc,4451a1cc..793e9691,reconfortases,0.7089,nuevo_atractor
encatalejados,contractiva,e5c5aa82,e5c5aa82..ba88a720,desnuclearizado,0.6031,nuevo_atractor
aduanasemos,debieseis,c9ffba6c,c9ffba6c..89e2db74,reporteo,0.6994,nuevo_atractor
tintoreais,embijen,630f5390,630f5390..4e9f913f,acentuarais,1.5995,nuevo_atractor
nitrases,amajadarias,d4afd00d,d4afd00d..d51d3ab8,fletachareis,1.2835,nuevo_atractor
jacapas,escamaras,48d34a1f,48d34a1f..0cc90ba4,desangremos,0.6098,nuevo_atractor
irisasen,despamplonare,c54fd181,c54fd181..7f22628d,despidieron,0.6089,nuevo_atractor
erguisteis,suicidar,aaa82a24,aaa82a24..a00d9a2d,contramallemos,0.8668,nuevo_atractor
dormiriais,chonguearan,021bcffa,021bcffa..fb277ded,acensemos,1.8053,nuevo_atractor
blandeando,enjaguabas,19ec7f50,19ec7f50..0336f39d,amordazaremos,0.8813,nuevo_atractor
acaldaren,empalomadura,5449f96d,5449f96d..d8f1b97c,latiguead,1.0818,nuevo_atractor
perfilaste,flipemos,0f3af6d4,0f3af6d4..0ab45901,atauques,0.8199,nuevo_atractor
breñar,placideces,ea48ddc4,ea48ddc4..6fc69cbf,embotijasteis,0.5982,nuevo_atractor
contestemos,frustrare,9de51894,9de51894..7ef1263d,arepitas,1.0367,nuevo_atractor
arregazase,encofinaba,24c319ce,24c319ce..9e1f49d0,desenjalmaren,1.3083,nuevo_atractor
monitorizares,gritoneando,28a92e61,28a92e61..e63a8ced,sobrevivais,0.8387,nuevo_atractor
pavordeasemos,chinaco,ebbc546e,ebbc546e..19bef948,jabalonada,1.5391,nuevo_atractor
adujados,alturas,fae69869,fae69869..35bff8af,repuse,0.8258,nuevo_atractor
coloratura,momificaba,4660b5f8,4660b5f8..9bd1221c,consejera,1.0111,nuevo_atractor
absolucion,enmascararias,16a88325,16a88325..16010925,promano,0.9593,nuevo_atractor
estresando,bembeteas,3a15cf7c,3a15cf7c..9c49133a,reconfortases,0.5408,nuevo_atractor
lematizais,ahilabamos,bb7583ff,bb7583ff..dc0b1816,reburujaba,1.4340,nuevo_atractor
ensuciamos,pilleemos,bd8b4d39,bd8b4d39..a6816df1,gencianaceo,0.5687,nuevo_atractor
abocinar,lentilla,ec1c1f3e,ec1c1f3e..422608c4,secad,1.3825,nuevo_atractor
cuatis,espoliador,981a5031,981a5031..c3ee8f3e,onecerias,1.3189,nuevo_atractor
conmocionadas,montanteasteis,e77889fc,e77889fc..7088811d,farmacologia,1.1662,nuevo_atractor
virilizaseis,rascabuchar,951abccc,951abccc..f9690df0,reburujaba,1.2743,nuevo_atractor
gruñidoras,polveariamos,6c225c4c,6c225c4c..ed498075,debrocaron,1.2684,nuevo_atractor
desmembrabamos,presente,14e39749,14e39749..c90d1b45,estimulariamos,1.4133,nuevo_atractor
fidelidad,flipase,dc939252,dc939252..2ac24279,cucarachera,0.8942,nuevo_atractor
desertificabais,adjetivares,d522091c,d522091c..823cf61a,relataren,1.6535,nuevo_atractor
trifurcarse,abocanaba,8bc3d9c6,8bc3d9c6..c3f60a8c,contramallemos,1.1562,nuevo_atractor
embarriare,unciriamos,8f02e1cb,8f02e1cb..06ae5a63,perfundian,0.7475,nuevo_atractor
delatados,generalizarais,8e3a28b2,8e3a28b2..1f20c368,isogeotermas,1.0396,nuevo_atractor
expectorabamos,venereologico,c795dd62,c795dd62..6ce0f7ce,superdominante,0.6898,nuevo_atractor
burlaria,trasvolaramos,27bebd20,27bebd20..c141038c,tonteares,2.1963,nuevo_atractor
bicarbonato,paratifoideo,6a6067f9,6a6067f9..10b165ad,temera,0.8246,nuevo_atractor
cucaran,aplicais,3c331bc1,3c331bc1..7a0ee1da,abominais,0.8013,nuevo_atractor
castellar,engrandaba,b9c3e29d,b9c3e29d..98bf5e0d,encunetaban,0.6603,nuevo_atractor
horadasen,brujulea,dd16789c,dd16789c..c16a0da1,isogeotermas,0.5908,nuevo_atractor
agrandariais,trapisondeemos,2840b293,2840b293..1386ceb5,chotacabras,0.5752,nuevo_atractor
pateo,bombe,c4706254,c4706254..76a50f67,botaneares,1.9466,nuevo_atractor
circunvolad,enrabaseis,428c030b,428c030b..2e2537db,apiñaron,0.5609,nuevo_atractor
fonologos,hondead,f97636a5,f97636a5..2c3737bc,desafectaste,0.8061,nuevo_atractor
galguearas,cazaras,ccce7666,ccce7666..404a591c,rasmillada,0.7222,nuevo_atractor
cacharreabas,alomares,40de87e0,40de87e0..c76a9e8a,reenviais,0.6579,nuevo_atractor
engorronasemos,chillemos,ee1fa1f1,ee1fa1f1..684899ee,alverjana,2.4852,nuevo_atractor
enlegama,rumbease,538a4130,538a4130..aa2dfd66,encelareis,1.0458,nuevo_atractor
enlerde,violentais,dc839d12,dc839d12..cf8bde01,acentuarais,1.0816,nuevo_atractor
culinegra,colectivizabais,7f24fa94,7f24fa94..19af0dfa,planchariais,1.3259,nuevo_atractor
frecuentacion,encabritamos,cfaca301,cfaca301..b20acb42,faltase,0.6842,nuevo_atractor
moralice,equiparasteis,f17a4704,f17a4704..728131d6,chuchoqueases,0.6486,nuevo_atractor
monitorizaras,adras,5d9ab1ab,5d9ab1ab..bc9bcaf5,embotaduras,1.5436,nuevo_atractor
carbonizaron,pispariais,1460e095,1460e095..f0fcb947,maridaste,0.7651,nuevo_atractor
sollozamos,sobreaguamos,127a87e9,127a87e9..9276eada,engruesas,0.6817,nuevo_atractor
carnificaren,seductivas,a227e0e0,a227e0e0..47e2fa9f,solventan,1.6997,nuevo_atractor
adardeadas,desencajarian,37a7e613,37a7e613..7e70c83b,deslastrabais,0.8742,nuevo_atractor
almagraron,amprais,49893d19,49893d19..18bbb62b,apiñaron,1.6437,nuevo_atractor
catalogando,apachurrare,f503dbaf,f503dbaf..f4906919,reconfortases,0.5039,nuevo_atractor
ametropias,escarabajeeis,aa2e602a,aa2e602a..bb5b471d,fortaleciamos,0.6020,nuevo_atractor
sobrevierten,arañas,53d79483,53d79483..e2f1ff43,botaneares,1.3485,nuevo_atractor
enteco,chayaria,8f9abaa8,8f9abaa8..80af1011,alcantarillad,1.5064,nuevo_atractor
trasoñasen,litrarieos,54dccc01,54dccc01..04e0ce79,contentura,2.0191,nuevo_atractor
acorullaban,trasquileis,60e9e2cf,60e9e2cf..d41796bc,botaneares,0.7329,nuevo_atractor
zumbador,solevantareis,2353535a,2353535a..30123891,sesgais,0.8158,nuevo_atractor
esdrujulizar,tizneis,93ed538f,93ed538f..f32c2ae2,triptongadas,0.5829,nuevo_atractor
entolabamos,aperare,f5b0785d,f5b0785d..8536fc15,atauques,1.6030,nuevo_atractor
abarracaron,abrazaras,15ee654b,15ee654b..b62c8017,buscar,0.6398,nuevo_atractor
intensificaseis,encepasteis,90a1b509,90a1b509..5a904df5,ironizados,2.2680,nuevo_atractor
enverdeciese,hirmar,d2b38c84,d2b38c84..d84dbb45,senderes,0.8672,nuevo_atractor
morarias,cerriones,f79a5da5,f79a5da5..813fbf3d,secad,1.7996,nuevo_atractor
huanunense,inmortalizases,e3abe793,e3abe793..a2d785af,semasiologia,0.8884,nuevo_atractor
reengancharia,envaremos,8c1b300f,8c1b300f..ceedfdf5,agermanar,2.3022,nuevo_atractor
mancornariais,mormado,1dbd620d,1dbd620d..5f879822,relinchasemos,1.0576,nuevo_atractor
resolutos,sistematizare,f20946e1,f20946e1..22c9506c,reconfortases,0.4997,nuevo_atractor
entroneraste,empepitemos,31c36014,31c36014..374c2fc5,asareasemos,0.7801,nuevo_atractor
rescolderas,tropezaras,78c962c8,78c962c8..051d3831,cooptarian,1.3529,nuevo_atractor
descorazonada,arrabiatado,f4e5d822,f4e5d822..43b625b1,morceñas,0.8905,nuevo_atractor
despedid,erotico,ddfd6b33,ddfd6b33..a8e01523,acentuarais,0.4764,nuevo_atractor
chaflases,engandujabamos,78104815,78104815..34ee2948,besugueros,0.9964,nuevo_atractor
civilizacion,enviudara,646714ec,646714ec..fa280059,tempanan,1.7163,nuevo_atractor
montantearia,meretricios,88781ebb,88781ebb..2b9b7cb7,colicueciera,0.6889,nuevo_atractor
regazaras,albardeariamos,a9c4a06a,a9c4a06a..f8ac8826,arepitas,1.0089,nuevo_atractor
reaventa,rejuntaba,0b7313ec,0b7313ec..33a5f16b,esdrujulizada,0.5968,nuevo_atractor
mazarais,chamaseis,a91010e0,a91010e0..078a8ffb,trompetearia,1.2494,nuevo_atractor
potajier,desavahaban,6ed3a7cb,6ed3a7cb..592fc380,fortaleciamos,0.5522,nuevo_atractor
desataviando,aojas,e4364091,e4364091..2ae61bee,adormecereis,0.6992,nuevo_atractor
enchucharemos,escaños,8290eb3d,8290eb3d..a8d960ec,supresiones,0.7867,nuevo_atractor
jimples,repletabais,a4cb0318,a4cb0318..2ab5e31f,trocas,0.7648,nuevo_atractor
aquerenciarais,pilasteis,15df9a66,15df9a66..6517877d,barroquizantes,0.5333,nuevo_atractor
reencauchasemos,arrevolverias,840eb61b,840eb61b..dd1c7d53,enastadas,1.4922,nuevo_atractor
enrizado,triangulaste,fb575990,fb575990..3fdfc53c,aspaventa,0.5948,nuevo_atractor
fraterna,jactabais,6ba965b1,6ba965b1..9296b59f,guajes,0.7659,nuevo_atractor
queseariais,petisu,0efad498,0efad498..09782188,rebutan,0.8149,nuevo_atractor
resuellan,aponeuroticas,0b6f4dc9,0b6f4dc9..4f022807,aprestigien,1.1832,nuevo_atractor
asurcasen,rezasemos,695b6381,695b6381..d9c01540,cimental,1.8432,nuevo_atractor
rorara,apolvillase,0a36e931,0a36e931..36f42730,tempanan,1.5274,nuevo_atractor
cantel,rutenio,ad3b353a,ad3b353a..adccb57d,aconteceres,0.5318,nuevo_atractor
celeminead,estreñiras,4d3d2485,4d3d2485..203c8c81,asareasemos,1.3582,nuevo_atractor
sesteaban,empulgado,04641c83,04641c83..20c76820,enzootias,0.7909,nuevo_atractor
calibraria,fleteaste,d2c6957b,d2c6957b..edf03c79,eucariotas,0.7722,nuevo_atractor
piruetearian,chispease,47a4c6e0,47a4c6e0..5adbb09c,desangremos,0.5710,nuevo_atractor
tresalbos,encizañado,40201c73,40201c73..1d96e2a5,adonizais,0.6323,nuevo_atractor
paralice,testaferrea,3bb89fac,3bb89fac..5d01d758,solistas,0.8673,nuevo_atractor
achirlaremos,sombrerear,0bc02560,0bc02560..ffd63c48,atornillaramos,0.6869,nuevo_atractor
amorgonareis,bogaren,252eae15,252eae15..a09a76a3,descrecerias,0.8116,nuevo_atractor
desapolillado,recurrencia,05fb2d64,05fb2d64..75f76a08,supresiones,1.8094,nuevo_atractor
puniremos,deprendieramos,21b94238,21b94238..202d525a,contentura,0.8050,nuevo_atractor
alcoholais,empandillaseis,d45f7c37,d45f7c37..9594b577,empaquen,1.1821,nuevo_atractor
deidades,sacarigeno,7aab4bd5,7aab4bd5..a495c3d1,repuse,0.7277,nuevo_atractor
desinfla,asubiarian,a43b8141,a43b8141..0d5d2153,cutusa,0.9060,nuevo_atractor
refulja,tabellan,5bd13fa0,5bd13fa0..c8510889,entierras,1.7288,nuevo_atractor
inquirir,logistica,e1fc928c,e1fc928c..96740f11,fiscalizaremos,0.6081,nuevo_atractor
fluorar,recibia,f3a637c6,f3a637c6..e5f06abe,diatopicos,1.9796,nuevo_atractor
mijitearen,borbollaste,94b6492e,94b6492e..e3d0324a,controvirtio,1.5397,nuevo_atractor
parcializo,mercerizarias,bba82b5a,bba82b5a..824d21de,desarbolaba,0.6673,nuevo_atractor
hinnible,encabrillaban,f02b7608,f02b7608..38ca32c7,camague,1.4186,nuevo_atractor
enmasillasen,lacrar,2e1838c9,2e1838c9..4cf94509,solventan,0.8932,nuevo_atractor
polistas,impurificaramos,7f2d4395,7f2d4395..d5bcb1e6,infartaren,1.4588,nuevo_atractor
afeasen,pauperizarais,0de7debd,0de7debd..e6a4f64f,repuse,1.5277,nuevo_atractor
momeen,regacean,653246da,653246da..6ebc8403,esfuminen,0.6820,nuevo_atractor
lloviznase,amapoleis,afad5cb6,afad5cb6..99106b95,refractaramos,1.2128,nuevo_atractor
rectifiqueis,cenia,4f3cd7ed,4f3cd7ed..925d92d7,chapuzases,1.7130,nuevo_atractor
vacareis,enjaezasemos,2858de2f,2858de2f..d96e03dc,enmarabamos,1.1620,nuevo_atractor
saponificaramos,agarrotases,94c2c432,94c2c432..43224de3,secad,0.6202,nuevo_atractor
falsearamos,troncen,eea3bbae,eea3bbae..a0d896c9,paganizad,1.5839,nuevo_atractor
pailera,chanchadas,3174d991,3174d991..8c070f1f,enresmaste,0.8998,nuevo_atractor
puntariamos,adanidas,01367b29,01367b29..d8b11e81,antelacion,1.8050,nuevo_atractor
girofles,rallabamos,20460032,20460032..fc1b50a2,latiguead,0.6728,nuevo_atractor
bocinando,mefitica,3781f26c,3781f26c..77854870,senderes,1.5030,nuevo_atractor
molturariais,regaceeis,23b09674,23b09674..cd3286ae,titeis,0.5889,nuevo_atractor
subentendiese,desatufase,a0beebd6,a0beebd6..5530988e,desaparecieron,1.1688,nuevo_atractor
encomenzaseis,azoariais,21a14641,21a14641..3cce5fd5,cecinareis,0.9931,nuevo_atractor
evisceraseis,estriarais,d38180f4,d38180f4..3343c821,faltase,0.8380,nuevo_atractor
entallecimos,acetilo,7ac2044e,7ac2044e..04651015,esperaron,0.9938,nuevo_atractor
dejaren,coloca,f1663180,f1663180..c2daeb5c,americaniza,0.3660,nuevo_atractor
carne,arruto,ca9778cc,ca9778cc..50bb2378,empilaste,0.6480,nuevo_atractor
lenizaba,serenisimo,3df8ce03,3df8ce03..0b4ef674,diptongada,0.5562,nuevo_atractor
masturbaba,flabelifero,d8a2d653,d8a2d653..76918aea,valsando,0.8189,nuevo_atractor
huido,rastrillaras,c80220d1,c80220d1..95ebb756,chismoseare,0.6768,nuevo_atractor
castañetearen,maniceras,974fd79e,974fd79e..11112e74,salificarian,1.1434,nuevo_atractor
desaposentad,besuqueo,f7729faf,f7729faf..08c9a40d,apiñaron,1.2769,nuevo_atractor
tornemos,copiles,2f7952b3,2f7952b3..29400824,enmarabamos,0.6859,nuevo_atractor
revalidareis,achacareis,ad50e930,ad50e930..31628618,engredaren,0.9340,nuevo_atractor
reviene,pavoroso,6d5f93ca,6d5f93ca..9538b0a9,regularizaramos,0.3965,nuevo_atractor
desoxidaria,descentrado,6286e0a4,6286e0a4..210501f3,rollaba,1.3535,nuevo_atractor
circuncidamos,garfead,456c1672,456c1672..f231024a,latiguead,0.6848,nuevo_atractor
sumilleres,ataucasemos,107abf44,107abf44..9b762639,adonizais,0.9640,nuevo_atractor
horneasteis,excederias,ce1c4728,ce1c4728..ba97df89,tonteares,1.9246,nuevo_atractor
inundad,aturriaba,7d74809d,7d74809d..fa4d6bad,escuadronare,0.9065,nuevo_atractor
estopeños,zahondes,38fdc92c,38fdc92c..004a3b1c,aspillas,0.7340,nuevo_atractor
hombrearas,mulliste,f4dd967d,f4dd967d..51521be4,supervino,1.2664,nuevo_atractor
desamorrarais,agrillaras,724f42a6,724f42a6..3e8186a3,apiñaron,1.6910,nuevo_atractor
desconectaran,roblonaria,ff8311de,ff8311de..57ea2bc5,habrias,0.6233,nuevo_atractor
eleven,reblares,5155da19,5155da19..0d35fcfd,aconteceres,0.5328,nuevo_atractor
interpones,abarcaba,fec8763d,fec8763d..f56718e2,desconsolara,0.4833,nuevo_atractor
mangueasemos,endoselasteis,370078ff,370078ff..f69dc512,tapiar,1.2492,nuevo_atractor
manderecha,tatuaron,1d07d09b,1d07d09b..9c556c08,supervino,1.1813,nuevo_atractor
diafanidad,incendiares,0d7ec992,0d7ec992..28b757ba,susurraron,2.2858,nuevo_atractor
expidieramos,cavacotes,dd17cc48,dd17cc48..761f6787,frentones,0.7849,nuevo_atractor
zampo,encalleceran,c5ce3188,c5ce3188..747417b9,celemineaseis,2.1361,nuevo_atractor
destupia,atrincuñamos,1ab8b82f,1ab8b82f..9e1a31d7,flagraste,0.6875,nuevo_atractor
hartabamos,encarnecian,b7187f62,b7187f62..c7f3fb8b,solventan,0.7395,nuevo_atractor
reencarnariais,gramaramos,9f2eba40,9f2eba40..44782968,alcantarillad,0.6594,nuevo_atractor
genica,ingustable,f3a7c9e3,f3a7c9e3..c2267f38,solarian,0.7830,nuevo_atractor
adhiriesen,litamos,51f1d370,51f1d370..ce87b422,achiguaseis,0.9512,nuevo_atractor
teratogeno,gafaras,7e192f50,7e192f50..d3003ce0,apelaba,0.6819,nuevo_atractor
tremesinos,espurrire,cb61eb8f,cb61eb8f..a99b1691,cutusa,0.4904,nuevo_atractor
martiana,mediadoras,238fcd9c,238fcd9c..a14b0472,controlada,1.5432,nuevo_atractor
encintaren,fortificasemos,f96c1012,f96c1012..bc54c187,engreiremos,2.2289,nuevo_atractor
pigmentaremos,panoramas,c29bc7b3,c29bc7b3..6684c0f4,gongorizases,1.0724,nuevo_atractor
desmandados,cosmopolitismos,9731bb5c,9731bb5c..f389d92e,doblegares,0.7854,nuevo_atractor
aseglarices,brasilada,cc28664f,cc28664f..2f822e42,irrespeto,0.9028,nuevo_atractor
tapaderas,apirguinabas,5f98d3e4,5f98d3e4..a3c5edbe,batieran,0.8810,nuevo_atractor
traspellado,alimentarian,60ad3537,60ad3537..dfeed4b1,cobrados,0.7126,nuevo_atractor
bizcocharan,cautelas,21a2f909,21a2f909..3539c22a,diatopicos,0.8196,nuevo_atractor
disuadire,pirata,66b53514,66b53514..cb34d6a6,engreiremos,1.5137,nuevo_atractor
sonsearias,enlegameis,bc3896f2,bc3896f2..fa1514b4,discernais,0.5498,nuevo_atractor
higienizaren,atrecharais,07ac683d,07ac683d..fe069589,supresiones,1.1376,nuevo_atractor
mercantilizare,revindiquemos,e8bfb537,e8bfb537..1d27c8e0,ejercitado,1.0117,nuevo_atractor
deshincharemos,coruja,3ad605ca,3ad605ca..7de140da,chismoseare,0.5989,nuevo_atractor
transgreda,rorarais,f0e3c90f,f0e3c90f..a8bf7359,engredaren,0.9143,nuevo_atractor
embarnizais,sepultaste,7b1e4672,7b1e4672..3bc6e4d4,chuchoqueases,1.1639,nuevo_atractor
defectivos,arrochemos,cf53bc09,cf53bc09..729bf73b,fincaren,2.0803,nuevo_atractor
alterais,carrujo,d6add296,d6add296..3a7ca1f2,escarearamos,0.7259,nuevo_atractor
impruebas,atibarias,3ebec769,3ebec769..505797a0,senderes,0.9494,nuevo_atractor
guindarias,mataguayos,d34f80a6,d34f80a6..4ce5a3c4,fatalicemos,0.7791,nuevo_atractor
pelotudeases,regadora,21881d5a,21881d5a..a7998096,entolados,0.4471,nuevo_atractor
abadernares,ultrajo,29317f0c,29317f0c..a9316ce4,urbanisticos,0.9679,nuevo_atractor
senara,compadecimos,19c6971f,19c6971f..cb06400b,botaneares,0.8958,nuevo_atractor
precedais,desengrosaste,671eb141,671eb141..b2071a33,fiscalizaremos,1.2283,nuevo_atractor
teridofitas,romadizares,4d1be88d,4d1be88d..1175af9c,cooptarian,1.2299,nuevo_atractor
galaico,aspirada,9e11002b,9e11002b..2d089245,jitariamos,1.2000,nuevo_atractor
clavijera,destensasen,d6027edd,d6027edd..6d64f4e3,enlozara,0.8101,nuevo_atractor
almonedas,entredijeremos,8a42cba5,8a42cba5..780baf22,diatopicos,1.0728,nuevo_atractor
harbasteis,salpicaremos,5ad56656,5ad56656..d59b1e46,cooptarian,0.7739,nuevo_atractor
tamboreaseis,enchaguitaste,85d54696,85d54696..750d3f65,regularizaramos,0.8325,nuevo_atractor
juncaceo,agavillabamos,9a4e2bcb,9a4e2bcb..78cbdbdc,antruejabais,0.5928,nuevo_atractor
ruinan,encornados,5a43832d,5a43832d..5b9f7f87,desaparecieron,1.5522,nuevo_atractor
tipologico,turupiales,210d895c,210d895c..aaadaf69,engredaren,1.3032,nuevo_atractor
blandees,desbagariamos,29c366f9,29c366f9..2d3527a3,infartaren,0.6867,nuevo_atractor
tardasen,extorsionistas,118cde0d,118cde0d..b2ebe412,eucariotas,1.6478,nuevo_atractor
impactan,desataviando,9035900a,9035900a..1aa6769b,gongorizases,1.2351,nuevo_atractor
trasoñe,terrosidades,a862459f,a862459f..f711dc79,negociacion,0.9425,nuevo_atractor
abominaba,aquestos,665fe54f,665fe54f..117e2cd4,desentejabamos,2.0141,nuevo_atractor
huelepega,resonaria,45a7b2ba,45a7b2ba..e711aec5,supervino,1.1911,nuevo_atractor
arrodrigonaras,despancado,f81096c2,f81096c2..1267c271,isogeotermas,1.2712,nuevo_atractor
avejentaramos,tosigarias,72c5dcf0,72c5dcf0..283fe75e,regularizaramos,0.9837,nuevo_atractor
desaderezamos,rusificase,fe73d223,fe73d223..83d27221,entrepechadas,0.8600,nuevo_atractor
moteemos,rapten,a212f7fe,a212f7fe..8e78dc19,ejercitado,0.7243,nuevo_atractor
payadas,herciniana,4e33ef62,4e33ef62..d4bb29ec,aljofifais,0.8190,nuevo_atractor
deshuesases,maderamientos,0375ffe6,0375ffe6..b75f39b2,discernais,1.3780,nuevo_atractor
desempozaban,desurcasen,ec647861,ec647861..b35838aa,jimplaran,0.4918,nuevo_atractor
atresnalad,esculla,3b157161,3b157161..7d196fb8,concienciabas,0.6446,nuevo_atractor
reprodujeseis,jicarazos,09f3816d,09f3816d..1c0334b2,mordaceara,0.8696,nuevo_atractor
intimidasteis,embovedas,177ef092,177ef092..042707e3,refractaramos,1.7234,nuevo_atractor
aguataria,albanada,cb8fd328,cb8fd328..c98a7923,escarearamos,2.1924,nuevo_atractor
empiguelarias,tembleque,3db34c2b,3db34c2b..8159769e,irrespeto,0.4670,nuevo_atractor
encerrizad,desatacaron,f8fc7f1f,f8fc7f1f..3f27c4cb,negociacion,1.3364,nuevo_atractor
bostearon,desportillasteis,6eba934f,6eba934f..26c0b8e2,desarbolaba,0.6568,nuevo_atractor
troncharais,mechones,5d591707,5d591707..8b5ca2be,sobrevivais,0.6211,nuevo_atractor
pudiese,pendrarais,935a3767,935a3767..03899265,encunetaban,1.8134,nuevo_atractor
engruesaremos,construimos,c9908f31,c9908f31..2d591357,rebufamos,1.2359,nuevo_atractor
apencases,rifador,faa6b30a,faa6b30a..6c6fef0b,embolismaria,0.3951,nuevo_atractor
lacadas,desarrollabamos,de844bc3,de844bc3..d90b4be0,pellico,2.0454,nuevo_atractor
momeamos,achorcholeis,c457fb57,c457fb57..354a7558,desentejabamos,0.8255,nuevo_atractor
deshornarais,cumbeasemos,af67fdb4,af67fdb4..50650c33,desenlodaren,1.1945,nuevo_atractor
alineaste,champurrearamos,eaed6aa7,eaed6aa7..10f7e7e2,brecemos,0.7864,nuevo_atractor
portazgares,demorareis,8b46d3b6,8b46d3b6..9939caba,fletachareis,1.1116,nuevo_atractor
jijonenca,copilaramos,2964a87a,2964a87a..d8fb4684,conjuramentado,1.7281,nuevo_atractor
despresados,papeleares,68a24c53,68a24c53..a4d1723f,enturbias,1.3681,nuevo_atractor
acapillamos,apulismaria,6eec6d1b,6eec6d1b..437fedf4,secad,1.5205,nuevo_atractor
