word,neighbor,distance
destajamiento,diapentes,0.3294
destajamiento,mulateariais,0.3372
desacollaseis,pautaseis,0.2151
desacollaseis,cojutepecanos,0.2610
desacollaseis,ajetreais,0.2908
desacollaseis,conviene,0.2928
desacollaseis,brujuleares,0.3141
desacollaseis,bravearian,0.3187
desacollaseis,delatarias,0.3286
desacollaseis,amangualas,0.3400
desacollaseis,cusamos,0.3445
desacollaseis,barbecheis,0.3447
nanchis,devanada,0.1171
nanchis,chequeariamos,0.2717
nanchis,papadgo,0.2742
nanchis,amolotar,0.2871
nanchis,boleaste,0.2917
nanchis,finteabamos,0.3047
nanchis,obliterase,0.3119
nanchis,rehabilitaba,0.3169
nanchis,fanfarrean,0.3290
nanchis,pasavoleo,0.3354
niqueladores,boyunos,0.2916
niqueladores,execradas,0.3089
niqueladores,calabrotar,0.3456
niqueladores,miniasteis,0.3716
niqueladores,peleis,0.3856
niqueladores,estabularia,0.3859
niqueladores,anarquizariais,0.3958
niqueladores,anidiare,0.4041
niqueladores,vitoriana,0.4042
niqueladores,chiveta,0.4218
empelotaremos,encañonariais,0.1426
empelotaremos,urchillas,0.1725
empelotaremos,yoreños,0.1887
empelotaremos,aliruzadas,0.1978
empelotaremos,repudiais,0.2029
empelotaremos,entornillariais,0.2293
empelotaremos,sugirieron,0.2351
empelotaremos,acudiere,0.2408
empelotaremos,ediciones,0.2412
empelotaremos,roqueras,0.2538
aloguer,tabinete,0.2040
aloguer,cartografiaba,0.2087
aloguer,despamploneis,0.2623
aloguer,mordaz,0.2646
aloguer,tenacees,0.2842
aloguer,enhornasemos,0.3020
aloguer,mapeasteis,0.3060
aloguer,centalla,0.3152
aloguer,rorabas,0.3184
aloguer,engolilladas,0.3338
fucilaron,sanjuanina,0.1258
fucilaron,desamparares,0.1284
fucilaron,abortan,0.2068
fucilaron,jarabearen,0.2475
fucilaron,tabus,0.2691
fucilaron,arritadas,0.2944
fucilaron,remallareis,0.3021
fucilaron,vaheariais,0.3402
fucilaron,valeriense,0.3513
fucilaron,persecutoria,0.3524
merendaria,cuaquerismo,0.1826
merendaria,inmiscuyamos,0.2103
merendaria,anidadas,0.2543
merendaria,empodreciste,0.2560
merendaria,bamboneaste,0.2619
merendaria,retrataren,0.2700
merendaria,cohibiese,0.2781
merendaria,entreuntes,0.2804
merendaria,agazapo,0.2834
merendaria,coquizaria,0.2851
alazan,taconazos,0.2526
alazan,copucharamos,0.2561
alazan,dorio,0.3073
alazan,televisual,0.3170
alazan,bravoceais,0.3186
alazan,armamentisticas,0.3299
alazan,amatamos,0.3301
alazan,enhuerarais,0.3378
alazan,visitare,0.3416
alazan,acuclillabamos,0.3426
rociadera,visionad,0.2191
rociadera,temases,0.3269
rociadera,despolarizad,0.3301
rociadera,endulzada,0.3398
rociadera,taeles,0.3665
rociadera,jonio,0.4083
rociadera,equidistasteis,0.4098
rociadera,cachabas,0.4165
rociadera,arramplada,0.4220
rociadera,patriciano,0.4282
churraramos,perdidos,0.2514
churraramos,encanijar,0.2960
churraramos,ciprinos,0.3017
churraramos,olografa,0.3146
churraramos,planteasemos,0.3197
churraramos,desatrampasen,0.3201
churraramos,cabrear,0.3247
churraramos,mayordomeara,0.3270
churraramos,conviviereis,0.3282
churraramos,afrijolais,0.3414
locutaramos,avalentad,0.2086
locutaramos,refines,0.2781
locutaramos,manipulaban,0.2982
locutaramos,marchariais,0.3004
locutaramos,empequeñeciais,0.3015
locutaramos,repto,0.3047
locutaramos,trasoi,0.3052
locutaramos,calosfriares,0.3072
locutaramos,rezurcierais,0.3089
locutaramos,abrotanos,0.3219
amorqueis,lozaneasemos,0.2719
amorqueis,acoplaste,0.3074
amorqueis,desmandabas,0.3158
amorqueis,ratearas,0.3253
amorqueis,chatearen,0.3565
amorqueis,apologetica,0.3609
amorqueis,engrillada,0.3684
amorqueis,lujurioso,0.3731
amorqueis,desplanar,0.3787
amorqueis,desfilaramos,0.3814
ricotas,reguardasteis,0.2248
ricotas,mangonean,0.2397
ricotas,yerbearia,0.2538
ricotas,reinicios,0.2861
ricotas,resbaladiza,0.3198
ricotas,caneariamos,0.3214
ricotas,desencarnado,0.3305
ricotas,ayermaste,0.3358
ricotas,abaldonabamos,0.3428
ricotas,fastidiais,0.3429
repicaria,murriaramos,0.3097
repicaria,desalojarian,0.3195
repicaria,perifonearen,0.3377
repicaria,torturares,0.3465
repicaria,cogieses,0.3508
repicaria,presidais,0.3517
repicaria,apeldareis,0.3577
repicaria,depuraran,0.3805
repicaria,ajeara,0.3857
repicaria,objetivareis,0.3859
tortillo,reglado,0.3600
tortillo,traguilla,0.3664
tortillo,entrecomillares,0.3966
tortillo,trastabilleis,0.4194
tortillo,imponedoras,0.4213
tortillo,contraloread,0.4293
tortillo,apedrearon,0.4293
tortillo,jiquilite,0.4329
tortillo,neutralizares,0.4372
tortillo,destupe,0.4400
ornabamos,ajardinare,0.2458
ornabamos,desalfombraseis,0.2591
ornabamos,atraicionaba,0.2978
ornabamos,desacelera,0.3023
ornabamos,extractaba,0.3066
ornabamos,acaronase,0.3249
ornabamos,emblanquecieses,0.3275
ornabamos,enlodazarias,0.3329
ornabamos,ensugase,0.3502
ornabamos,mesentericos,0.3535
suministran,misionado,0.1960
suministran,desorejes,0.2305
suministran,dramatizaseis,0.2339
suministran,desciñen,0.2659
suministran,descifrases,0.2957
suministran,tipuaneñas,0.3149
suministran,abatieseis,0.3197
suministran,blocas,0.3358
suministran,enlistonaras,0.3386
suministran,almonedasemos,0.3400
achuntaban,lunfa,0.2551
achuntaban,tribuido,0.3056
achuntaban,desarmaremos,0.3375
achuntaban,flambeariais,0.3436
achuntaban,personifiquemos,0.3592
achuntaban,compañerismos,0.3690
achuntaban,robara,0.3730
achuntaban,arrepistemos,0.3825
achuntaban,nitor,0.3839
achuntaban,encobemos,0.3953
bautizareis,espesaron,0.0774
bautizareis,vocales,0.1483
bautizareis,abareque,0.1869
bautizareis,descontagiar,0.2400
bautizareis,jaloneabas,0.2550
bautizareis,preelijamos,0.2690
bautizareis,peralteis,0.2923
bautizareis,palmeara,0.2971
bautizareis,encovara,0.3136
bautizareis,petiseca,0.3186
desenvendariais,enroncharias,0.2684
desenvendariais,estabulabais,0.3206
desenvendariais,patrocinador,0.3345
desenvendariais,desyerbaremos,0.3411
desenvendariais,invierten,0.3446
desenvendariais,enmarquetasteis,0.3447
desenvendariais,barateado,0.3457
desenvendariais,zaceaba,0.3592
desenvendariais,autoindujeseis,0.3663
desenvendariais,petrificada,0.3794
empelazgue,divergiriamos,0.2631
empelazgue,predigas,0.2786
empelazgue,eructaremos,0.3064
empelazgue,trasmutariamos,0.3146
empelazgue,fatas,0.3217
empelazgue,adosase,0.3232
empelazgue,valladas,0.3327
empelazgue,peloneares,0.3327
empelazgue,arrempujase,0.3383
empelazgue,veteare,0.3485
cazurreria,ñores,0.2587
cazurreria,tusabas,0.2789
cazurreria,pulsamiento,0.3115
cazurreria,livideciendo,0.3426
cazurreria,amalgamais,0.3619
cazurreria,apendejaron,0.3879
cazurreria,consecuentes,0.3882
cazurreria,enloqueciamos,0.4015
cazurreria,crinaramos,0.4299
cazurreria,afosariais,0.4348
catalanice,pavordeado,0.1943
catalanice,acortases,0.2252
catalanice,daca,0.2754
catalanice,tramaseis,0.2955
catalanice,chapodaramos,0.2955
catalanice,hechizaramos,0.3075
catalanice,fincabilidad,0.3099
catalanice,plutocrata,0.3126
catalanice,discoteca,0.3256
catalanice,correosos,0.3339
ratificarais,lambrucearen,0.1879
ratificarais,endecasilaba,0.2050
ratificarais,apolillaste,0.2257
ratificarais,cumiche,0.2434
ratificarais,poliglotia,0.2548
ratificarais,laxabamos,0.2672
ratificarais,galopeas,0.2803
ratificarais,alojada,0.2878
ratificarais,desperdiciabas,0.2885
ratificarais,desjuntas,0.2921
amusgaramos,pertigos,0.2230
amusgaramos,compendiarian,0.2717
amusgaramos,montaneado,0.2726
amusgaramos,enjaezamiento,0.3018
amusgaramos,desilusionabais,0.3090
amusgaramos,inimaginable,0.3330
amusgaramos,tibiasteis,0.3334
amusgaramos,acurrulla,0.3462
amusgaramos,sustraen,0.3505
amusgaramos,acosaran,0.3627
moriangano,condecorado,0.2315
moriangano,perseveraseis,0.2379
moriangano,latinizabamos,0.2393
moriangano,abejonead,0.2948
moriangano,aliebrestamos,0.3064
moriangano,gejionense,0.3115
moriangano,canisteles,0.3414
moriangano,sentenciando,0.3482
moriangano,regatoneariais,0.3510
moriangano,despampanar,0.3516
engranujase,desembolsaremos,0.1992
engranujase,greciceis,0.2316
engranujase,coactivos,0.2339
engranujase,ruñasen,0.2475
engranujase,indultaria,0.2607
engranujase,enrasabas,0.2866
engranujase,cambalachee,0.2940
engranujase,maniatasteis,0.2960
engranujase,aljofifares,0.3033
engranujase,malinchismo,0.3076
retachaban,hulearian,0.1655
retachaban,alisar,0.1758
retachaban,equipares,0.1987
retachaban,champeemos,0.2072
retachaban,manguillas,0.2246
retachaban,carpiriais,0.2249
retachaban,toponeaban,0.2373
retachaban,alevin,0.2397
retachaban,confesaba,0.2420
retachaban,tatuases,0.2450
resobrado,sovietizasteis,0.2135
resobrado,sexagenarias,0.2752
resobrado,socaliñabamos,0.3248
resobrado,guapomo,0.3697
resobrado,derribeis,0.3753
resobrado,convidaria,0.3861
resobrado,relajonas,0.3867
resobrado,enfangamos,0.3974
resobrado,barquean,0.3975
resobrado,ñateaban,0.4017
fonsado,multitud,0.2279
fonsado,garrochearian,0.2370
fonsado,desliñado,0.2713
fonsado,viseamos,0.2899
fonsado,liderabamos,0.3042
fonsado,suputen,0.3050
fonsado,desafectadas,0.3172
fonsado,custrieres,0.3201
fonsado,torgas,0.3286
fonsado,condecoraramos,0.3358
preconizando,asurcaban,0.1112
preconizando,pedian,0.1795
preconizando,trastocando,0.2046
preconizando,delatad,0.2163
preconizando,reasumiesemos,0.2261
preconizando,magostariais,0.2397
preconizando,sobrellevo,0.2439
preconizando,morteradas,0.2545
preconizando,hambreabas,0.2578
preconizando,trazarais,0.2609
acuaticemos,puntuase,0.1548
acuaticemos,gesteo,0.1922
acuaticemos,endiñases,0.2093
acuaticemos,chipien,0.2340
acuaticemos,chicaneen,0.2695
acuaticemos,amonedes,0.2912
acuaticemos,destronaren,0.2961
acuaticemos,eremitico,0.2972
acuaticemos,exoneraba,0.2991
acuaticemos,reapareceran,0.3010
prefijara,desalabearais,0.2200
prefijara,descoaguladas,0.2206
prefijara,besucad,0.2609
prefijara,preferiamos,0.3150
prefijara,propasa,0.3414
prefijara,adamascaseis,0.3717
prefijara,repanchigarais,0.3779
prefijara,draga,0.3785
prefijara,desoxirribosas,0.3789
prefijara,evicciones,0.3834
saboreasteis,supervendre,0.2662
saboreasteis,desempalagares,0.3431
saboreasteis,mastos,0.3590
saboreasteis,curases,0.3736
saboreasteis,miasmaticos,0.3790
saboreasteis,socialismo,0.3803
saboreasteis,crestados,0.3899
saboreasteis,desinteresabas,0.3948
saboreasteis,recodaran,0.3983
saboreasteis,espoliaba,0.4374
arrepistan,entimematico,0.2219
arrepistan,embermejaseis,0.2933
arrepistan,oxidaren,0.3142
arrepistan,despeluzarais,0.3163
arrepistan,discrasia,0.3273
arrepistan,ceromatico,0.3304
arrepistan,desgarrancharse,0.3344
arrepistan,aludis,0.3476
arrepistan,ensacadora,0.3643
arrepistan,arnascas,0.3903
catarrientas,desmigajabamos,0.3305
catarrientas,abarcaras,0.3703
catarrientas,anulable,0.3708
catarrientas,rectificaseis,0.3724
catarrientas,realizables,0.4177
catarrientas,caroñoso,0.4249
catarrientas,enguirnaldais,0.4333
catarrientas,libremos,0.4537
catarrientas,estrega,0.4720
catarrientas,diseñarais,0.4733
alfabetizan,tirocinio,0.2139
alfabetizan,abdica,0.3022
alfabetizan,esmuñan,0.3254
alfabetizan,entablerariais,0.3295
alfabetizan,fistularia,0.3377
alfabetizan,despachad,0.3491
alfabetizan,cordimarianas,0.3712
alfabetizan,desagradaran,0.3815
alfabetizan,zampuceis,0.3864
alfabetizan,despernais,0.3957
entallezcas,lidiaban,0.1802
entallezcas,descomulgadas,0.1896
entallezcas,aseñoritadas,0.2235
entallezcas,emergieras,0.2333
entallezcas,perseguirian,0.2337
entallezcas,embarrialaria,0.2411
entallezcas,entrapan,0.2499
entallezcas,desierto,0.2524
entallezcas,heladuras,0.2647
entallezcas,marcenasteis,0.2670
sostendre,legalizareis,0.2962
sostendre,pasquinara,0.2963
sostendre,inculpaba,0.3006
sostendre,arrebataras,0.3282
sostendre,apolleremos,0.3400
sostendre,perdiganas,0.3582
sostendre,rebosarian,0.3706
sostendre,descuajeringue,0.3709
sostendre,vinariego,0.3749
sostendre,jornalaremos,0.3861
endulzariamos,recogias,0.2233
endulzariamos,morava,0.2729
endulzariamos,agredieses,0.3152
endulzariamos,chingolos,0.3294
endulzariamos,mariscaste,0.3518
endulzariamos,tejones,0.3729
endulzariamos,desencintabais,0.3729
endulzariamos,maullarais,0.3815
endulzariamos,contribuyan,0.3823
endulzariamos,mugiesen,0.3927
municipes,ilustrativas,0.1998
municipes,injertada,0.2821
municipes,trasoye,0.2851
municipes,buriladuras,0.2861
municipes,descongeleis,0.2869
municipes,lorero,0.2975
municipes,aojaduras,0.2976
municipes,curbasa,0.2997
municipes,santiguamiento,0.3005
municipes,resono,0.3016
reflectaras,vafead,0.1317
reflectaras,deshermanasen,0.2315
reflectaras,raspase,0.2359
reflectaras,cambalachabais,0.2383
reflectaras,pispeando,0.2504
reflectaras,embotelle,0.2696
reflectaras,estatuyeseis,0.2834
reflectaras,arrejuntaren,0.3048
reflectaras,chantarais,0.3197
reflectaras,requemando,0.3449
hulearen,draba,0.3462
hulearen,mucamas,0.3564
hulearen,dimitirian,0.3585
hulearen,disparate,0.3660
hulearen,disipara,0.3802
hulearen,enacerados,0.3811
hulearen,legisle,0.3813
hulearen,descalco,0.3872
hulearen,caripelados,0.3878
hulearen,inaccesos,0.3885
renacieren,farsanteado,0.2399
renacieren,castellanizados,0.2483
renacieren,coleopteros,0.2846
renacieren,setenen,0.2874
renacieren,insolenten,0.2965
renacieren,fresabais,0.3129
renacieren,purpurearias,0.3167
renacieren,cumplidera,0.3217
renacieren,desafeada,0.3353
renacieren,cardiografos,0.3443
descapotase,engaviarias,0.2152
descapotase,enhatijabais,0.2997
descapotase,encachimbaran,0.3368
descapotase,encasabamos,0.3521
descapotase,encuestare,0.3569
descapotase,relinchar,0.3606
descapotase,buclosas,0.3635
descapotase,periodonto,0.3811
descapotase,desvedabais,0.3813
descapotase,malcomiesen,0.3821
adoptareis,encrespes,0.2713
adoptareis,pausadas,0.3133
adoptareis,afascalasemos,0.3142
adoptareis,arrizasteis,0.3305
adoptareis,despolvoreaste,0.3398
adoptareis,arboleis,0.3467
adoptareis,retallasteis,0.3598
adoptareis,desabollen,0.3682
adoptareis,matinales,0.3702
adoptareis,jornalaras,0.3752
sidrera,escudillaras,0.1816
sidrera,patentaseis,0.2053
sidrera,lunearas,0.2198
sidrera,embojares,0.2245
sidrera,crisopacios,0.2316
sidrera,preexistieremos,0.2497
sidrera,borracheemos,0.2591
sidrera,aporraceemos,0.2734
sidrera,suplicaba,0.2754
sidrera,descabestrase,0.2766
paporreada,pituquear,0.2736
paporreada,aniñadas,0.2825
paporreada,puts,0.2932
paporreada,resaludas,0.3003
paporreada,engayolando,0.3029
paporreada,sobrepasando,0.3370
paporreada,desglosasteis,0.3401
paporreada,enrojeciais,0.3530
paporreada,macemos,0.3531
paporreada,bellaqueare,0.3560
displacieramos,totalizabas,0.1116
displacieramos,incorrecta,0.1886
displacieramos,rizaras,0.1966
displacieramos,atrochabamos,0.2091
displacieramos,hidrofuga,0.2098
displacieramos,macheo,0.2128
displacieramos,tasquearan,0.2178
displacieramos,chinchabais,0.2186
displacieramos,apontocan,0.2316
displacieramos,ingleteaste,0.2355
testeabas,incubado,0.2496
testeabas,laborees,0.2712
testeabas,escalonia,0.2762
testeabas,liberticida,0.3018
testeabas,carbonizado,0.3026
testeabas,engaritaran,0.3036
testeabas,eclosionais,0.3119
testeabas,desborra,0.3184
testeabas,favorecerias,0.3276
testeabas,pensativo,0.3384
rediezmabais,flagelarias,0.1973
rediezmabais,barretees,0.2467
rediezmabais,parpadeante,0.2522
rediezmabais,retiñeses,0.2612
rediezmabais,lagrimead,0.2661
rediezmabais,radicalizaba,0.2802
rediezmabais,racaneasen,0.2833
rediezmabais,purasangres,0.2892
rediezmabais,canteranos,0.2905
rediezmabais,descalzara,0.2918
ampollasteis,entabanasen,0.1450
ampollasteis,familiarices,0.1764
ampollasteis,conexionasteis,0.1840
ampollasteis,apersoga,0.1975
ampollasteis,desacreditaren,0.2105
ampollasteis,azareais,0.2201
ampollasteis,tercenistas,0.2234
ampollasteis,repulsase,0.2322
ampollasteis,barbarotes,0.2382
ampollasteis,consultemos,0.2453
tolerais,retestinaran,0.2266
tolerais,artesonase,0.2417
tolerais,anadeasen,0.2561
tolerais,intelectivo,0.2662
tolerais,denotarais,0.2707
tolerais,mordiscad,0.2734
tolerais,solemnizarais,0.2862
tolerais,enfurecimiento,0.2915
tolerais,anillasen,0.2956
tolerais,sarza,0.3102
multiplicamos,mercerizaban,0.2456
multiplicamos,botellones,0.2672
multiplicamos,encofinara,0.2816
multiplicamos,procesasemos,0.2869
multiplicamos,joto,0.3313
multiplicamos,subarrendar,0.3374
multiplicamos,frangiais,0.3551
multiplicamos,transgredi,0.3586
multiplicamos,disimulaba,0.3898
multiplicamos,desyemaria,0.4018
marraban,incitadoras,0.2549
marraban,molariamos,0.2696
marraban,caceroladas,0.2795
marraban,sancionara,0.2888
marraban,tramite,0.2983
marraban,solfistas,0.3011
marraban,encestasemos,0.3013
marraban,abortabamos,0.3023
marraban,recercadora,0.3049
marraban,artesianas,0.3206
desranchara,granjean,0.1717
desranchara,sopista,0.2042
desranchara,comerciantes,0.2403
desranchara,tendeen,0.2560
desranchara,devaluaba,0.2578
desranchara,desapropiareis,0.2677
desranchara,desmandares,0.2815
desranchara,asentamientos,0.2854
desranchara,pichicatearen,0.3243
desranchara,vigilarais,0.3295
tantico,teleguiados,0.2647
tantico,sexaban,0.2942
tantico,retrajese,0.2967
tantico,retornad,0.3045
tantico,lardon,0.3056
tantico,amarremos,0.3057
tantico,tematizariamos,0.3151
tantico,capitanearan,0.3458
tantico,guasabearemos,0.3533
tantico,descerrariais,0.3563
dinosaurio,escenificasemos,0.2111
dinosaurio,abribonabamos,0.2751
dinosaurio,pervirtio,0.3122
dinosaurio,trisareis,0.3142
dinosaurio,muares,0.3184
dinosaurio,escarzasemos,0.3190
dinosaurio,acreditaremos,0.3311
dinosaurio,sosegarias,0.3331
dinosaurio,aserrines,0.3360
dinosaurio,almohadilleis,0.3412
prestigiada,zanjarian,0.1651
prestigiada,coquizaseis,0.1972
prestigiada,garabateras,0.2253
prestigiada,tres,0.2256
prestigiada,rameria,0.2322
prestigiada,remosqueasemos,0.2391
prestigiada,excipientes,0.2550
prestigiada,encordarais,0.2625
prestigiada,acaricio,0.2636
prestigiada,obsequiaseis,0.2728
artesonaramos,disyuntiva,0.2794
artesonaramos,hegemonico,0.3011
artesonaramos,sanad,0.3079
artesonaramos,pechease,0.3098
artesonaramos,farsanteasen,0.3151
artesonaramos,levitare,0.3155
artesonaramos,susurrones,0.3269
artesonaramos,risotearon,0.3305
artesonaramos,chanchullariamos,0.3410
artesonaramos,propugnases,0.3475
sorprendes,energizariais,0.1787
sorprendes,curtientes,0.2313
sorprendes,desinformasemos,0.2356
sorprendes,plomes,0.2406
sorprendes,disconvino,0.2488
sorprendes,batojabamos,0.2554
sorprendes,revieras,0.2674
sorprendes,acecineis,0.2734
sorprendes,pasados,0.2743
sorprendes,carroñaba,0.2984
municipalicemos,galgueeis,0.1695
municipalicemos,proveedores,0.1848
municipalicemos,recalentareis,0.2005
municipalicemos,apunaste,0.2071
municipalicemos,pudelaren,0.2516
municipalicemos,gamuzado,0.2705
municipalicemos,setenabais,0.2913
municipalicemos,matearias,0.2932
municipalicemos,eyaculaseis,0.2970
municipalicemos,bramaria,0.3056
granallaren,espurrean,0.3027
granallaren,azarosos,0.3031
granallaren,chozparon,0.3184
granallaren,aburujado,0.3354
granallaren,reencontrada,0.3387
granallaren,manutuviera,0.3405
granallaren,improvisaste,0.3603
granallaren,difamariamos,0.3627
granallaren,adelgazaseis,0.3654
granallaren,hembrea,0.3848
despechugarian,batucamos,0.1758
despechugarian,supervenir,0.2021
despechugarian,lijosamente,0.2250
despechugarian,sobregiraran,0.2375
despechugarian,pasados,0.2465
despechugarian,desmedrareis,0.2519
despechugarian,categorismos,0.2799
despechugarian,pelotearon,0.2862
despechugarian,apunar,0.2905
despechugarian,apencando,0.2937
tronzadera,soltadizos,0.2652
tronzadera,agraciadamente,0.2949
tronzadera,intrinque,0.3101
tronzadera,conformaremos,0.3408
tronzadera,pajarel,0.3467
tronzadera,abarataba,0.3536
tronzadera,enlegajado,0.3674
tronzadera,versicularios,0.3703
tronzadera,represabas,0.3819
tronzadera,ahechaderos,0.3864
presumiereis,erosionable,0.2619
presumiereis,entorcariais,0.2724
presumiereis,desazonad,0.3258
presumiereis,transvasarias,0.3265
presumiereis,embobines,0.3645
presumiereis,chasconeases,0.3686
presumiereis,encabrahigaran,0.3730
presumiereis,sospecharan,0.3744
presumiereis,atopicos,0.3745
presumiereis,tangaras,0.3828
glotones,lijadura,0.2098
glotones,estirazaramos,0.2303
