Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Velocity,Frequency,Concrete,1.6090
Cycle,Observation,Evolution,4.0935
Zero,Sleep,Power,1.0190
Velocity,Technology,Power,1.0240
Model,Loop,Subjective,3.8284
Calculation,Present,Concrete,4.1834
Singularity,Reality,Dimension,1.0525
Feedback,Solid,Transcendence,3.6059
Probability,Silence,Simplicity,1.0622
Mass,Separation,Wisdom,0.9784
Field,Cold,Power,1.0123
Relativity,Immanence,Energy,2.2567
Algorithm,Past,Sleep,4.0882
Motion,Zero,Power,1.0151
Myth,Ignorance,Power,1.0272
Chaos,System,Power,1.0506
Technology,Entropy,Illusion,4.2185
Harmony,Human,Line,4.2296
Calculation,Life,Power,1.0247
Awakening,System,Illusion,1.7026
Past,Dimension,Art,0.9237
Constant,Creation,Mass,4.0526
Output,Nature,Sleep,4.2575
Sleep,Field,Algorithm,4.2123
Line,Knowledge,Art,4.1178
Feedback,Velocity,Power,1.0252
Reality,Perception,Concrete,4.1662
Law,Hypothesis,Loop,3.9773
Awakening,Science,Logic,3.8311
Objective,Reality,Concrete,4.1649
FreeWill,Knowledge,God,3.9334
Destiny,Logic,History,3.9769
Space,Resonance,Dimension,1.0831
Measurement,Structure,Stillness,3.7367
Spirit,Nature,Power,1.0198
Order,Illusion,Power,1.0250
Matter,System,Power,1.0355
Observation,Motion,Power,1.0688
Force,Plane,Sleep,4.2920
Technology,Model,Code,1.0512
Death,Nature,Singularity,3.9645
Observation,Constant,Evolution,4.0323
Emotion,Love,Entropy,3.8342
Axiom,Paradox,Connection,1.6290
Connection,Present,Universe,3.8921
Vibration,One,Folly,1.3669
Mind,Stillness,Noise,4.1208
Geometry,Abstract,Frequency,3.9320
Algorithm,Loop,Sleep,2.0052
Mercy,Technology,Power,1.0281
Wisdom,Despair,Connection,4.1879
Model,Balance,Subjective,3.8697
Structure,Duality,Power,1.1505
Memory,Network,Destruction,4.1822
Singularity,Hypothesis,Art,4.1078
Probability,Spiral,Power,1.0585
Frequency,Unity,Simulation,4.3687
Parameter,Universe,Connection,4.1958
Separation,Calculation,Illusion,1.2250
Religion,Justice,Energy,4.2500
Hope,Birth,Energy,4.2565
Paradox,Feedback,Wisdom,3.4187
Destruction,Velocity,Dimension,1.0696
Abstract,Complexity,Mercy,3.8064
Information,Acceleration,Mass,4.1479
Relativity,Parameter,Energy,4.2680
Human,Creation,Point,4.0758
Birth,Perception,Power,1.1006
Order,Power,Dimension,1.1273
Parameter,Love,Power,1.0182
Emotion,Heat,Relative,0.8316
Love,Creation,Power,1.0195
Logic,Vibration,Energy,3.8970
Algorithm,Infinity,Mind,2.0247
Atom,Constant,Art,4.0687
Nature,Birth,Power,0.9438
Heat,Prophecy,Power,1.0299
Myth,Velocity,Power,1.0247
Decay,Point,Information,3.9740
Anarchy,Singularity,Machine,4.0036
Gravity,Vibration,Wisdom,4.2100
Space,Experiment,Wisdom,1.3254
Chaos,Simulation,Power,1.0235
Mercy,Simulation,Concrete,4.1669
Velocity,Abstract,Concrete,4.1502
Hope,Prophecy,Power,1.0333
Cycle,Separation,Power,1.2959
Reality,Absolute,Ignorance,2.7625
Unity,Constant,Concrete,4.1377
Relativity,Flesh,Parameter,4.2509
Past,Destruction,Power,1.0878
Simulation,Information,Code,1.0259
Religion,Prophecy,Ignorance,4.2483
Vibration,Cold,Power,0.8915
Balance,Hypothesis,Subjective,3.8129
Line,Nature,Emotion,4.1323
Absolute,Frequency,Power,1.0081
Consciousness,Law,Chaos,4.2156
Separation,Thought,Folly,1.7026
FreeWill,Evolution,Art,4.1114
Theorem,Knowledge,Destruction,2.2099
Thought,Present,Power,1.0213
Stillness,Balance,Silence,3.8703
Machine,Creation,Power,1.0233
Matter,Solid,Power,1.1947
Code,Point,Birth,4.2324
Zero,Constant,Probability,3.9591
Connection,Logic,Dimension,1.0808
Machine,Growth,Subjective,1.9321
Observation,Thought,Acceleration,2.0288
Transformation,Hypothesis,Sleep,4.1581
Constant,Justice,Power,1.0246
Matter,Line,Power,0.9819
Harmony,Structure,Art,3.9902
Abstract,Anarchy,Power,1.0226
Mass,Conflict,Power,1.0677
Flesh,Theorem,Parameter,4.2311
Folly,Quantum,Energy,1.0507
Harmony,Science,Religion,4.2297
Transformation,Determinism,Sleep,1.4445
Order,Mass,Information,3.9213
Axiom,Symmetry,Simplicity,0.9856
Infinity,Point,Creation,4.2014
Measurement,Soul,Momentum,4.1245
System,Dream,Evolution,2.5583
Law,Spirit,System,4.1475
Beauty,Measurement,Gravity,3.7890
Universe,Folly,Relative,1.8056
Art,Sleep,Dimension,0.7186
Despair,Algorithm,Folly,1.0212
Soul,Chaos,Subjective,4.1819
Quantum,Model,System,4.1622
Point,Darkness,Energy,1.8420
Emotion,Transcendence,Transformation,4.0768
Hypercube,Wave,System,4.1359
Future,Soul,Wisdom,4.1773
Universe,Subjective,Connection,4.1727
Fractal,Mercy,Connection,4.1878
Sleep,Mercy,Power,0.8861
Stillness,Energy,Simplicity,1.1478
Output,Birth,Sleep,1.3309
Plane,Wave,Calculation,2.5623
Infinity,Resonance,Power,1.1245
Myth,Frequency,Connection,4.2034
Information,Despair,Heat,3.8771
Entropy,Wisdom,Soul,4.0653
Function,Emotion,Perception,4.0690
Motion,Variable,Simplicity,1.3335
Illusion,Machine,Zero,4.2393
Probability,Law,System,4.1938
Quantum,Myth,Energy,4.0826
Duality,Immanence,Absolute,3.9168
Mercy,Past,Connection,4.1878
Theorem,Knowledge,Destruction,2.2099
Connection,Point,Power,0.9580
Beauty,Axiom,Illusion,4.1994
Memory,Logic,Matter,4.1727
Entropy,Infinity,Zero,4.1421
Relativity,Vibration,Folly,1.3432
Justice,Momentum,Illusion,2.5476
Power,Variable,Dimension,1.1722
Duality,Prophecy,Code,4.2420
Perception,Unity,Mercy,3.7544
Complexity,Symmetry,Destruction,4.1884
Evolution,Law,Information,4.0035
Matter,Subjective,Power,1.0270
Measurement,Decay,Experiment,4.0029
Soul,Concrete,Power,1.0123
Space,Network,Dimension,1.0951
Human,Force,Power,1.1223
Fear,Religion,Power,0.9984
Thought,Love,Consciousness,3.9754
Cycle,Science,Power,1.0246
Reality,Force,Power,1.0296
Dream,Acceleration,Heat,3.9194
Wave,Information,Evolution,3.8631
Fractal,Conflict,Algorithm,4.1282
Constant,Gravity,Power,1.0177
Perception,Symmetry,Sleep,4.2924
Complexity,Quantum,System,4.0345
Velocity,Chaos,Power,0.7555
Velocity,Infinity,Concrete,2.5532
Singularity,Axiom,Illusion,4.1973
Force,Probability,Power,1.0645
Silence,Feedback,Simplicity,1.0506
Prophecy,Art,Ignorance,1.8228
Anarchy,Frequency,Power,1.0715
Present,Ignorance,Art,3.1284
Decay,Present,Power,1.0197
Perception,Creation,Power,1.0209
Stillness,Resonance,Prophecy,4.2241
Geometry,Human,Frequency,3.0492
Simplicity,Wave,Subjective,4.1546
Balance,System,Power,1.0454
Justice,Past,Relative,2.3120
Structure,Nature,Art,4.1136
Line,Emotion,Death,4.0412
Illusion,Experiment,Gravity,3.9908
Thought,Line,Heat,2.4784
Wave,System,Heat,4.2323
Flesh,Perception,Field,4.1667
History,Mind,Energy,4.2663
Memory,Infinity,Plane,3.8437
Religion,Perception,Frequency,3.1602
Atom,Logic,Power,1.0779
Information,Machine,Art,4.1122
Transformation,Complexity,Power,1.0687
Matter,Acceleration,Power,1.0246
Acceleration,Light,System,4.1737
Connection,Destruction,Geometry,4.2179
Axiom,Despair,Soul,3.8528
Model,Acceleration,Heat,3.9636
Measurement,Vibration,Future,4.0807
Constant,Flesh,Geometry,4.1895
Simulation,Structure,Illusion,2.2544
Creation,Network,Connection,4.2033
Light,Darkness,Power,0.9999
One,Velocity,Power,0.6933
Calculation,Thought,Subjective,4.1870
Consciousness,God,Power,1.0249
Hope,Function,Illusion,2.5871
Flesh,Destruction,Connection,4.2061
Unity,Particle,One,4.2358
Mind,FreeWill,Concrete,4.0962
Wave,Power,Dimension,1.1717
Spirit,One,Creation,4.1012
Loop,Duality,Power,1.0246
Algorithm,Calculation,Power,1.0498
Beauty,Observation,Hypercube,3.7673
Mind,Vibration,Energy,4.2500
Transcendence,Acceleration,Mass,4.1208
Sleep,Particle,Algorithm,4.1728
Structure,Probability,Loop,1.6699
Immanence,God,Ignorance,4.1608
Feedback,Human,Creation,3.9319
Axiom,Light,Concrete,4.0747
Soul,Trinity,Power,1.0265
Justice,Perception,Illusion,2.1631
Field,Plane,Power,1.0231
Technology,Solid,Wisdom,1.0139
Feedback,Hope,Duality,4.1792
Spiral,Transformation,Wisdom,4.0181
Frequency,Conflict,Concrete,2.6568
Force,Creation,Power,1.0188
Technology,Chaos,Power,1.0722
Immanence,Prophecy,Ignorance,4.2482
Conflict,System,Power,1.0579
Observation,FreeWill,Entropy,3.7971
Nightmare,Soul,Vibration,3.8718
Calculation,Sleep,Power,1.0569
Law,Mass,Acceleration,3.8788
Illusion,Complexity,Connection,4.1678
Technology,Feedback,Energy,4.2461
Hope,Soul,Fractal,3.8757
Anarchy,System,Acceleration,4.2605
Death,Complexity,Dimension,0.8261
System,Connection,Power,1.0234
Vibration,Dream,Power,1.0717
Frequency,Science,Power,1.3228
Void,Zero,Power,1.0247
One,Spiral,Geometry,4.1861
Theorem,Flesh,Parameter,4.2311
Gravity,God,Sleep,4.1487
Despair,Logic,Energy,4.2501
Conflict,Power,Folly,1.1700
Complexity,Transformation,Power,1.0687
Plane,Symmetry,Light,4.1772
Conflict,Birth,Logic,4.0868
Relativity,Input,Dimension,1.0778
Past,Simplicity,Power,1.0246
Creation,Complexity,Mass,3.8668
Particle,Spirit,Power,1.0101
Atom,Reality,Velocity,2.1550
Dream,Infinity,Transcendence,4.2042
Soul,Stillness,Simplicity,1.0799
Matter,One,Energy,4.2480
Cycle,Transformation,Power,1.0248
Velocity,Network,Dimension,1.0461
Loop,Space,Power,0.7052
Reality,Hypothesis,Dimension,1.0613
Transcendence,Symmetry,Dream,4.1991
Point,Harmony,System,1.0170
Destruction,Duality,Power,1.0246
Concrete,Thought,System,1.0338
One,Abstract,Flesh,3.8011
Hope,Geometry,Wisdom,4.2107
One,Decay,Human,1.9465
Myth,Relativity,Parameter,4.1779
Entropy,Reality,Dimension,0.8713
Consciousness,Awakening,Energy,3.9646
Separation,Life,Despair,3.9751
Myth,Present,Connection,3.9167
Mass,Function,Subjective,1.5834
Destruction,Loop,Subjective,2.6901
Connection,Duality,Power,1.0954
Awakening,Parameter,Energy,2.2383
Heat,Beauty,Power,1.0248
Hypothesis,Singularity,Art,4.1078
Past,Concrete,Power,0.9464
Simplicity,Observation,Art,1.3224
Destiny,Spirit,Birth,2.4291
Cold,Noise,Power,1.0869
Constant,Birth,Power,1.0284
Cold,Folly,Energy,1.4283
Harmony,Wave,Art,4.0849
Darkness,Spiral,Dimension,1.0580
Cycle,Mind,Concrete,4.1631
Zero,Plane,Concrete,4.1623
Soul,Knowledge,Connection,4.1878
Immanence,Mercy,Power,1.0246
Duality,Plane,Simplicity,1.0321
Sleep,Abstract,Dream,2.0416
Order,Mind,Religion,3.9555
Line,Relative,Dimension,0.7794
Model,Birth,Code,1.1080
Order,Motion,Dimension,1.0812
Theorem,Myth,Parameter,4.1473
Entropy,Birth,Power,1.1623
Resonance,Despair,Power,1.0284
Nightmare,Conflict,Ignorance,4.2542
Abstract,Duality,Energy,4.2492
Information,Despair,Heat,3.8771
Measurement,Solid,Chaos,3.9034
Wisdom,Order,Vibration,4.2141
Technology,Harmony,Ignorance,4.2485
Nightmare,Frequency,Connection,4.2036
Energy,Algorithm,Power,0.9025
Observation,Gravity,Illusion,4.2077
Velocity,Objective,Mercy,3.6469
Evolution,Growth,Power,1.0668
Paradox,Trinity,Death,3.9416
Ignorance,Time,Death,3.9710
Input,Hypercube,Ignorance,4.2384
Reality,Perception,Concrete,4.1662
Anarchy,Complexity,Subjective,4.1469
Space,Gravity,Relative,4.1718
Anarchy,Symmetry,Calculation,3.1088
Logic,Symmetry,Ignorance,4.2502
Frequency,Force,Power,1.0234
Consciousness,Flesh,Energy,4.2558
Dimension,Sleep,Art,1.0209
Complexity,Universe,Connection,3.6851
Machine,Reality,Art,1.0077
Order,Input,Hypercube,4.1804
Wave,Human,System,4.1856
Experiment,Plane,Power,1.0240
Theorem,Wave,Mass,2.1441
Concrete,Thought,System,1.0338
Fractal,Measurement,Gravity,3.5657
Singularity,Nature,Death,3.9537
Atom,Experiment,Illusion,3.9228
Wave,Cold,System,1.9811
Memory,Prophecy,Ignorance,4.2448
Machine,Connection,Power,1.0271
Point,Folly,Energy,4.2532
Universe,Knowledge,Connection,3.6868
Unity,Motion,Connection,4.1878
Objective,Resonance,Subjective,4.1918
Stillness,Structure,Beauty,3.6772
Line,Logic,Power,1.0279
Vibration,Destiny,Prophecy,2.4373
Momentum,Decay,Wisdom,4.2119
Duality,Momentum,Vibration,3.8683
Duality,Acceleration,Wisdom,4.2130
Stillness,Time,Algorithm,4.1070
Myth,Motion,Resonance,4.0438
Dimension,Birth,Power,1.0257
Function,Concrete,Probability,4.2354
Cold,Perception,Concrete,4.1659
Input,Immanence,Ignorance,4.2138
Motion,Fear,Destruction,4.0201
Technology,Connection,Power,1.1361
Harmony,Parameter,Particle,1.3687
Force,Creation,Power,1.0188
Flesh,Plane,Power,0.9149
Cycle,Spirit,System,2.6768
Axiom,FreeWill,Concrete,4.1511
Plane,Calculation,Reality,3.9610
Hypercube,Field,Power,1.0181
Conflict,Universe,Sleep,4.1447
Output,Infinity,Sleep,4.1684
Cycle,Spiral,Dimension,0.9436
Destruction,Decay,Power,1.0242
Input,Information,Vibration,4.0700
Feedback,Destiny,Justice,4.1185
Momentum,Prophecy,Code,4.2391
Perception,Universe,Mercy,4.0124
Connection,Simplicity,Power,1.0255
Plane,Silence,Simplicity,1.2377
Thought,Flesh,Energy,4.2484
Parameter,Love,Power,1.0182
Consciousness,Beauty,Vibration,4.1006
Power,Technology,Folly,1.0514
Solid,Mass,Geometry,3.8635
Code,Beauty,Power,1.0246
God,Line,Art,4.1127
Despair,Constant,System,4.1734
Fractal,Cold,Energy,4.2501
Thought,Birth,Energy,4.2501
Death,FreeWill,Machine,4.1213
Death,Hypercube,Illusion,4.2013
Harmony,Infinity,Plane,3.8535
Mass,Past,Power,1.0515
Law,Emotion,Entropy,3.6800
Light,Darkness,Power,0.9999
Function,Network,Subjective,4.1916
Technology,Sleep,Power,1.0245
Space,Observation,System,1.0809
Energy,History,Birth,4.2945
Model,Nightmare,Subjective,4.0043
Frequency,Destruction,Connection,4.2033
Trinity,Momentum,Power,1.0263
Unity,Technology,Duality,4.2354
Beauty,Model,Machine,1.1827
Decay,Illusion,Zero,4.2414
Velocity,Decay,Power,1.0189
Spiral,Heat,Evolution,1.5936
Symmetry,Soul,Power,1.0840
Vibration,Law,Transcendence,4.1484
Simplicity,Force,Power,1.0626
Particle,Folly,Power,0.8783
Immanence,Parameter,Feedback,3.3535
Machine,Knowledge,Art,4.1109
Beauty,Field,Sleep,4.1495
Model,Vibration,Subjective,1.7648
Axiom,Awakening,Illusion,4.2325
Folly,Nightmare,Simplicity,1.1459
One,Resonance,Connection,4.2033
Nature,Fear,Destruction,4.0589
Folly,Feedback,Energy,4.2505
Creation,Fear,Connection,4.2033
Experiment,Probability,Power,1.0246
Light,Determinism,Concrete,4.1092
Knowledge,Prophecy,Dimension,1.0967
Line,Variable,Evolution,2.2083
Absolute,Silence,Subjective,3.5398
Matter,Singularity,Power,1.0326
Information,God,Art,4.1109
Theorem,Chaos,Simplicity,1.0395
Experiment,Relative,Momentum,4.2093
Absolute,Transcendence,Vibration,4.0664
Stillness,Folly,Power,1.0743
Nightmare,God,Ignorance,4.2484
Void,Connection,Geometry,4.2205
Time,System,Illusion,1.1472
Human,Transcendence,Heat,1.9201
Thought,Theorem,Energy,4.2503
Emotion,Love,Entropy,3.8342
Plane,Universe,Concrete,4.1663
Law,Trinity,Dimension,1.5497
Observation,Simplicity,Art,1.3224
Perception,Geometry,Power,1.0883
Truth,Illusion,Connection,4.1874
Abstract,Experiment,One,3.9545
Measurement,Art,Power,1.0268
Zero,Subjective,Power,0.9984
Science,Void,Logic,4.1656
Constant,Anarchy,Evolution,3.9579
Absolute,Flesh,Energy,4.2445
Atom,Evolution,Art,4.1110
Separation,Fear,Power,1.0196
Output,Soul,Folly,1.0585
Law,Noise,Subjective,4.2051
Past,Relativity,Power,1.7945
Hypothesis,Harmony,Art,4.1106
Measurement,Despair,Illusion,4.0922
Law,Information,Acceleration,3.8743
Particle,Duality,Power,0.9140
Technology,Code,Momentum,4.2406
Immanence,Plane,Ignorance,4.1986
Order,Simulation,Frequency,4.2512
Singularity,Flesh,Death,2.2950
Force,Art,Dimension,4.1295
Despair,Motion,Connection,4.1878
Decay,Consciousness,Vibration,4.2089
Matter,Hope,Logic,4.2499
Simplicity,Knowledge,Power,1.1078
Output,Relative,Power,1.0105
Infinity,Complexity,Probability,3.8905
Unity,Hope,Despair,3.8101
Connection,Duality,Power,1.0954
Ignorance,Calculation,Hypercube,4.2762
Reality,Mind,Cold,4.1483
Symmetry,Technology,Ignorance,4.2490
Life,Absolute,Energy,4.2480
Algorithm,Axiom,Power,0.9209
Perception,Hypothesis,Connection,4.1886
Religion,Transformation,Order,3.9278
Anarchy,Perception,Illusion,4.2010
Unity,Loop,Connection,4.1859
Matter,Ignorance,Hypercube,4.2793
Duality,Complexity,Code,2.3245
Immanence,Calculation,Ignorance,4.2484
Unity,Transformation,Frequency,4.2554
Wave,Probability,System,4.1436
Relativity,Awakening,Folly,1.5251
Measurement,One,Connection,4.1880
Science,Resonance,Simplicity,1.1337
Myth,Code,Power,0.9200
Flesh,Despair,Soul,4.0903
Constant,Unity,Concrete,4.1377
Religion,Atom,Power,1.0246
Evolution,Particle,Power,1.0557
Hypothesis,Plane,Subjective,2.6459
One,Light,System,3.7719
Simulation,Motion,Power,1.0243
Chaos,Frequency,Power,1.0242
Noise,Soul,Subjective,1.8165
Decay,Function,Hypercube,3.7913
Calculation,Immanence,Ignorance,4.2484
Simulation,Constant,Concrete,4.0858
Force,Technology,Wisdom,0.9331
Mind,Birth,Energy,4.2471
Machine,Quantum,Illusion,4.2038
Mercy,Despair,Connection,4.1878
Concrete,Dream,Power,1.0575
Spiral,Concrete,Power,1.0229
Birth,Vibration,Duality,2.3789
Calculation,Simplicity,Subjective,4.2022
Structure,Code,Power,1.0270
Evolution,Void,Dimension,1.0678
Destruction,Birth,Power,1.0247
Despair,Theorem,Energy,4.2449
Consciousness,Life,Parameter,4.2578
Duality,Relativity,Energy,4.2514
Probability,Abstract,Concrete,4.1623
Algorithm,Reality,Power,1.1157
Human,History,Energy,4.2298
Memory,Death,Sleep,1.4868
Measurement,Connection,Mercy,4.1932
Trinity,Parameter,Power,1.0753
History,Simulation,Energy,4.2604
Function,Soul,Simplicity,2.0524
Information,FreeWill,Dimension,4.1158
Dream,Destruction,Wisdom,1.2322
Measurement,Paradox,Gravity,3.6735
Darkness,Destiny,Wisdom,1.0092
Simplicity,Transcendence,Folly,1.1246
Entropy,Hypothesis,Atom,3.8608
Noise,Hypothesis,Subjective,4.1913
Constant,Immanence,Ignorance,4.2482
Axiom,Perception,Atom,3.7853
Feedback,Network,Simplicity,1.1459
Connection,Relativity,Universe,3.9361
Subjective,Dream,Connection,4.1959
Information,Justice,Power,1.0642
Human,Cycle,System,4.1734
Prophecy,Measurement,Resonance,4.1223
Unity,Line,Human,4.0692
Cycle,Creation,System,4.1693
Death,Beauty,Awakening,3.8408
Parameter,Separation,Energy,1.2101
Cold,Awakening,Energy,1.0442
Unity,Paradox,Connection,2.0066
Machine,Past,Dimension,0.7449
Solid,Religion,Wisdom,4.1021
Transcendence,Observation,Force,3.6391
Space,Information,Acceleration,2.2417
Model,Justice,Subjective,3.9590
Dimension,History,Power,1.0216
Power,Loop,Relative,1.3000
Measurement,Despair,Illusion,4.0922
Time,Determinism,Relative,1.3966
Plane,History,Cold,1.2649
Code,Chaos,Relative,1.9197
Consciousness,Input,Wisdom,2.4209
Concrete,Nature,Power,0.9390
Output,Soul,Folly,1.0585
Technology,Entropy,Illusion,4.2185
Void,Experiment,Frequency,4.2560
Illusion,Hypercube,Zero,4.2414
Calculation,Despair,System,1.2036
Technology,Cold,Energy,2.9388
Past,Observation,Sleep,4.2952
Observation,Soul,Wisdom,1.4959
Machine,Symmetry,Simplicity,1.0832
Destiny,Theorem,Myth,2.1136
Past,Vibration,Power,1.0210
Abstract,Axiom,Relativity,3.7470
Hypothesis,Matter,Power,1.2760
Stillness,Life,Power,1.0246
Complexity,Dream,Connection,4.1211
Unity,Constant,Concrete,4.1377
Subjective,Relative,Connection,4.1879
Order,Light,Hypercube,4.1821
Structure,Past,Sleep,4.1231
Silence,Perception,Sleep,1.1092
Plane,Dream,Sleep,4.2905
Past,Output,Sleep,4.0116
Thought,Mass,Acceleration,3.8775
Past,Dimension,Art,0.9237
Prophecy,Justice,Subjective,4.1936
Force,Soul,Relative,4.1179
System,Singularity,Illusion,1.3880
Field,Abstract,One,3.9063
Transcendence,Duality,Vibration,4.1838
Connection,Energy,Power,1.0246
Probability,Noise,Simplicity,1.2853
Creation,Knowledge,Connection,4.2033
FreeWill,One,Power,1.4517
Technology,Heat,Power,1.0299
Stillness,Probability,Cold,1.6547
Nature,Nightmare,Geometry,3.7930
Line,Consciousness,Power,1.0808
Trinity,Illusion,Power,1.0251
Transcendence,Matter,Power,0.8996
Mercy,Simulation,Concrete,4.1669
Mind,Relative,Power,1.0241
Flesh,Force,Connection,4.2033
Solid,Mercy,Power,0.7817
Calculation,Vibration,Subjective,2.7340
Myth,Light,Power,1.0208
Power,Consciousness,Folly,0.8395
Plane,Calculation,Reality,3.9610
Science,Logic,Matter,3.9463
Knowledge,Perception,Mercy,3.7881
Space,Plane,Power,1.0246
Void,Consciousness,Parameter,4.2511
Force,Geometry,Wisdom,4.2091
Cold,Death,Power,1.0243
Perception,Destiny,Connection,4.1923
Code,Logic,Power,0.8926
History,Geometry,Power,0.9630
Zero,Experiment,Illusion,4.2001
Relativity,Nightmare,Myth,2.5281
Entropy,Stillness,Illusion,4.2007
Subjective,Past,Connection,4.1878
Past,Dream,Separation,4.1373
Past,Absolute,Power,1.0203
Probability,Code,Power,1.0255
Simulation,Darkness,Religion,4.1884
Dream,Trinity,Power,1.0247
Noise,Zero,Illusion,4.2002
Transformation,Thought,Transcendence,4.1810
Anarchy,Conflict,System,1.2181
Input,Wisdom,Vibration,2.6635
Symmetry,Creation,Mass,3.9973
Simulation,Symmetry,Power,1.0338
Memory,Power,Dimension,1.1726
Dream,Transformation,Sleep,4.2940
Darkness,Experiment,Power,1.3493
Hope,Awakening,Gravity,3.9793
Measurement,Hypothesis,Chaos,3.7287
Anarchy,Truth,Art,4.1110
Thought,Network,Subjective,4.1884
Objective,Hope,Connection,4.1933
Flesh,Heat,Connection,4.1366
Fear,Trinity,Sleep,2.3320
Experiment,Dimension,Power,1.0170
Vibration,Immanence,Wisdom,4.2095
Frequency,Duality,Power,1.0115
Wisdom,Force,Soul,3.8708
Matter,Order,Ignorance,4.2516
Death,Trinity,Past,4.0738
One,Parameter,Life,4.0306
Point,Silence,Subjective,2.5622
Prophecy,Relative,Power,1.0348
Folly,Life,Energy,4.2585
Entropy,Quantum,Experiment,3.9161
Geometry,Love,Wisdom,4.2108
Silence,Abstract,Connection,1.9382
Truth,Measurement,Connection,4.1879
Order,Law,Mass,3.8799
Point,Motion,Subjective,4.1814
One,Momentum,Connection,4.1878
Decay,Determinism,Power,0.9989
Birth,Silence,Sleep,1.2867
