Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Mind,Light,Power,1.2578
Power,Matter,Geometry,1.5908
Noise,Energy,Power,1.0066
Void,Order,Chaos,2.6251
Death,Gravity,Beauty,3.9932
Entropy,Gravity,Time,4.2145
Order,Space,Power,1.2000
Chaos,Silence,Beauty,4.2702
Mind,Time,Noise,2.0089
Matter,Truth,Power,1.2191
Geometry,Space,Power,1.0623
Beauty,Space,Power,1.0820
Void,Light,Power,0.9016
Soul,Life,Truth,4.1859
Power,Beauty,Energy,1.3926
Noise,Silence,Chaos,1.9672
Death,Silence,Chaos,3.1617
Time,Geometry,Power,1.3173
Entropy,Gravity,Time,4.2145
Power,Soul,Chaos,1.6612
Silence,Time,Chaos,4.3078
Mind,Entropy,Noise,2.8055
Darkness,Death,Silence,1.2488
Matter,Logic,Time,4.0450
Order,Logic,Power,3.0240
Power,Mind,Geometry,1.6173
Silence,Darkness,Power,1.0949
Void,Space,Power,1.1094
Matter,Chaos,Silence,1.3590
Fractal,Light,Power,1.0272
Space,Fractal,Power,0.7837
Matter,Geometry,Power,1.0253
Void,Death,Silence,1.8691
Gravity,Beauty,Death,3.5245
Light,Logic,Power,3.1205
Logic,Matter,Time,4.0450
Fractal,Death,Beauty,3.5782
Fractal,Mind,Death,3.9623
Time,Death,Beauty,4.2028
Light,Darkness,Power,1.0422
Space,Entropy,Power,0.9201
Gravity,Darkness,Power,0.9610
Mind,Silence,Power,1.0384
Energy,Time,Power,1.0880
Soul,Order,Light,1.7689
Logic,Void,Death,4.1526
Light,Mind,Power,1.2578
Darkness,Void,Noise,1.3777
Chaos,Void,Silence,1.9427
Geometry,Energy,Power,1.1608
Death,Energy,Power,1.2735
Beauty,Soul,Power,1.5116
Time,Chaos,Gravity,4.1501
Chaos,Silence,Beauty,4.2702
Soul,Death,Power,0.9767
Void,Chaos,Silence,1.9427
Time,Soul,Power,2.5748
Noise,Fractal,Death,2.2315
Beauty,Matter,Chaos,2.6797
Fractal,Order,Noise,1.3934
Fractal,Gravity,Time,3.7406
Geometry,Matter,Power,1.0253
Power,Matter,Geometry,1.5908
Space,Order,Power,1.2000
Logic,Order,Power,3.0240
Geometry,Truth,Noise,1.4314
Noise,Mind,Death,2.7087
Life,Order,Noise,1.0042
Darkness,Space,Power,0.9519
Mind,Power,Geometry,1.6173
Life,Gravity,Chaos,1.8313
Space,Beauty,Power,1.0820
Order,Death,Noise,2.6193
Geometry,Darkness,Noise,1.3489
Darkness,Fractal,Power,1.1389
Space,Death,Power,1.0233
Space,Fractal,Power,0.7837
Mind,Soul,Truth,4.3714
Geometry,Time,Power,1.3173
Logic,Fractal,Death,3.9505
Light,Fractal,Power,1.0272
Gravity,Noise,Death,2.7163
Space,Energy,Power,1.0709
Power,Time,Space,1.3780
Death,Noise,Beauty,2.4102
Noise,Mind,Death,2.7087
Death,Beauty,Gravity,2.5503
Matter,Noise,Power,0.7258
Death,Power,Energy,1.4392
Space,Beauty,Power,1.0820
Beauty,Void,Chaos,1.4597
Power,Space,Darkness,1.4353
Life,Power,Chaos,1.5787
Space,Entropy,Power,0.9201
Power,Energy,Space,1.5816
Fractal,Power,Chaos,1.5892
Fractal,Void,Death,4.0722
Order,Chaos,Power,1.0512
Silence,Soul,Power,1.2595
Silence,Power,Energy,1.3954
Darkness,Power,Space,1.4405
Space,Matter,Power,1.1011
Truth,Silence,Power,1.0216
Order,Beauty,Power,2.9475
Order,Power,Energy,1.4731
Soul,Gravity,Chaos,4.3995
Void,Logic,Death,4.1526
Beauty,Space,Power,1.0820
Life,Mind,Truth,4.3713
Soul,Void,Truth,4.3699
Mind,Time,Noise,2.0089
Energy,Fractal,Death,2.3485
Beauty,Entropy,Noise,2.0962
Soul,Beauty,Power,1.5116
Darkness,Entropy,Power,0.7358
Truth,Mind,Power,1.4494
Mind,Energy,Truth,4.1981
Silence,Space,Power,1.0063
Beauty,Life,Power,1.0362
Life,Silence,Noise,1.5748
Space,Truth,Power,0.8807
Beauty,Truth,Power,1.1380
Life,Beauty,Power,1.0362
Order,Soul,Light,1.7689
Light,Geometry,Power,1.0509
Death,Truth,Entropy,4.3976
Mind,Geometry,Power,1.0250
Noise,Beauty,Death,2.0715
Darkness,Beauty,Power,1.0649
Noise,Mind,Death,2.7087
Noise,Fractal,Death,2.2315
Order,Beauty,Power,2.9475
Geometry,Gravity,Power,1.2557
Light,Void,Power,0.9016
Fractal,Matter,Death,3.1484
Darkness,Time,Power,1.1298
Chaos,Silence,Beauty,4.2702
Soul,Life,Truth,4.1859
Gravity,Beauty,Death,3.5245
Space,Noise,Power,1.0252
Silence,Beauty,Chaos,2.7515
Life,Soul,Truth,4.1859
Energy,Geometry,Power,1.1608
Death,Darkness,Silence,1.2488
Gravity,Geometry,Power,1.2557
Truth,Energy,Power,1.2269
Energy,Power,Space,1.5816
Truth,Space,Power,0.8807
Logic,Noise,Power,0.8736
Darkness,Void,Noise,1.3777
Geometry,Entropy,Light,1.7234
Mind,Gravity,Death,2.8915
Power,Geometry,Energy,1.4171
Beauty,Matter,Chaos,2.6797
Silence,Darkness,Power,1.0949
Entropy,Life,Power,0.7669
Beauty,Noise,Death,2.0715
Noise,Gravity,Death,2.7163
Logic,Gravity,Death,2.9788
Light,Order,Chaos,4.1423
Silence,Darkness,Power,1.0949
Power,Geometry,Energy,1.4171
Void,Silence,Death,2.0930
Fractal,Time,Gravity,3.7435
Matter,Energy,Truth,3.2528
Beauty,Entropy,Noise,2.0962
Darkness,Power,Space,1.4405
Entropy,Power,Space,1.3973
Time,Soul,Power,2.5748
Power,Gravity,Soul,1.8128
Light,Energy,Power,0.7707
Beauty,Noise,Death,2.0715
Noise,Logic,Power,0.8736
Void,Noise,Power,0.9708
Power,Death,Energy,1.4392
Beauty,Mind,Death,2.1388
Soul,Mind,Truth,4.3714
Silence,Beauty,Chaos,2.7515
Darkness,Light,Power,1.0422
Fractal,Truth,Power,1.0759
Order,Darkness,Noise,1.5727
Time,Space,Power,0.7401
Entropy,Order,Light,2.1936
Truth,Fractal,Power,1.0759
Light,Power,Energy,1.3939
Space,Matter,Power,1.1011
Beauty,Chaos,Silence,2.6342
Silence,Beauty,Chaos,2.7515
Power,Logic,Geometry,1.5978
Truth,Geometry,Noise,1.4314
Noise,Time,Death,1.9642
Time,Matter,Silence,1.3840
Power,Beauty,Energy,1.3926
Truth,Time,Entropy,4.3426
Void,Silence,Death,2.0930
Energy,Darkness,Power,1.3198
Fractal,Soul,Truth,4.0839
Beauty,Matter,Chaos,2.6797
Void,Darkness,Noise,1.3777
Chaos,Light,Power,1.0247
Beauty,Entropy,Noise,2.0962
Life,Matter,Truth,4.3647
Logic,Matter,Time,4.0450
Space,Mind,Power,1.1365
Power,Darkness,Space,1.4405
Noise,Power,Energy,1.3907
Void,Geometry,Noise,2.4969
Time,Order,Noise,1.4427
Geometry,Death,Silence,1.4695
Noise,Matter,Power,0.7258
Noise,Energy,Power,1.0066
Silence,Noise,Chaos,1.9672
Geometry,Mind,Power,1.0250
Void,Beauty,Chaos,1.4597
Power,Energy,Space,1.5816
Life,Power,Chaos,1.5787
Silence,Darkness,Power,1.0949
Logic,Darkness,Power,1.5036
Time,Chaos,Gravity,4.1501
Life,Silence,Noise,1.5748
Life,Soul,Truth,4.1859
Time,Space,Power,0.7401
Matter,Fractal,Death,3.1484
Entropy,Chaos,Power,1.9651
Power,Time,Space,1.3780
Noise,Geometry,Power,1.0246
Darkness,Logic,Power,1.5036
Chaos,Silence,Beauty,4.2702
Void,Chaos,Silence,1.9427
Soul,Beauty,Power,1.5116
Void,Beauty,Chaos,1.4597
Death,Mind,Noise,2.4772
Soul,Power,Chaos,1.6612
Void,Energy,Entropy,3.9529
Death,Silence,Chaos,3.1617
Logic,Order,Power,3.0240
Fractal,Life,Truth,3.9896
Geometry,Darkness,Noise,1.3489
Logic,Life,Truth,4.3725
Light,Death,Power,1.0841
Geometry,Death,Silence,1.4695
Gravity,Entropy,Time,4.2145
Truth,Matter,Power,1.2191
Chaos,Fractal,Gravity,3.9789
Soul,Chaos,Power,3.3116
Gravity,Energy,Power,1.3365
Darkness,Entropy,Power,0.7358
Void,Matter,Time,4.2608
Life,Silence,Noise,1.5748
Darkness,Noise,Power,1.0237
Void,Noise,Power,0.9708
Truth,Mind,Power,1.4494
Energy,Order,Power,1.3437
Order,Life,Noise,1.0042
Beauty,Logic,Chaos,1.9535
Matter,Life,Truth,4.3647
Entropy,Time,Death,4.0825
Entropy,Fractal,Gravity,3.3061
Soul,Fractal,Truth,4.0839
Silence,Space,Power,1.0063
Truth,Life,Power,1.1495
Entropy,Soul,Truth,3.3272
Truth,Entropy,Death,4.3601
Void,Death,Silence,1.8691
Space,Entropy,Power,0.9201
Gravity,Noise,Death,2.7163
Power,Time,Space,1.3780
Truth,Life,Power,1.1495
Truth,Time,Entropy,4.3426
Chaos,Death,Silence,3.1158
Truth,Beauty,Power,1.1380
Entropy,Truth,Death,4.3601
Light,Matter,Power,4.3255
Beauty,Silence,Chaos,2.7515
Beauty,Chaos,Silence,2.6342
Matter,Energy,Truth,3.2528
Gravity,Geometry,Power,1.2557
Beauty,Death,Gravity,2.5503
Void,Darkness,Noise,1.3777
Entropy,Geometry,Light,1.7234
Void,Darkness,Noise,1.3777
Death,Mind,Noise,2.4772
Death,Mind,Noise,2.4772
Mind,Power,Geometry,1.6173
Mind,Space,Power,1.1365
Geometry,Mind,Power,1.0250
Soul,Truth,Power,1.1040
Mind,Soul,Truth,4.3714
Noise,Gravity,Death,2.7163
Logic,Chaos,Silence,2.4779
Order,Death,Noise,2.6193
Power,Silence,Energy,1.3954
Time,Entropy,Death,4.0825
Death,Fractal,Beauty,3.5782
Fractal,Power,Chaos,1.5892
Soul,Void,Truth,4.3699
Soul,Geometry,Power,1.4558
Mind,Order,Power,0.9403
Life,Void,Entropy,4.0047
Noise,Time,Death,1.9642
Chaos,Darkness,Power,0.8423
Matter,Silence,Power,1.4272
Space,Mind,Power,1.1365
Fractal,Life,Truth,3.9896
Space,Time,Power,0.7401
Death,Gravity,Beauty,3.9932
Fractal,Geometry,Power,1.1557
Energy,Gravity,Power,1.3365
Gravity,Matter,Death,1.3929
Life,Mind,Truth,4.3713
Darkness,Death,Silence,1.2488
Beauty,Light,Power,2.6510
Noise,Time,Death,1.9642
Gravity,Silence,Chaos,4.2996
Energy,Geometry,Power,1.1608
Mind,Logic,Truth,4.2502
Mind,Space,Power,1.1365
Chaos,Life,Power,0.7531
Light,Soul,Power,1.0254
Gravity,Energy,Power,1.3365
Noise,Chaos,Silence,3.1409
Power,Void,Geometry,1.6482
Gravity,Beauty,Death,3.5245
Space,Matter,Power,1.1011
Order,Gravity,Noise,1.5942
Life,Fractal,Truth,3.9896
Energy,Life,Truth,4.0831
Geometry,Void,Noise,2.4969
Space,Life,Power,0.9829
Power,Matter,Geometry,1.5908
Time,Gravity,Fractal,3.7357
Soul,Matter,Truth,4.3716
Fractal,Life,Truth,3.9896
Void,Darkness,Noise,1.3777
Fractal,Death,Beauty,3.5782
Chaos,Noise,Silence,3.1409
Darkness,Void,Noise,1.3777
Void,Space,Power,1.1094
Power,Chaos,Space,1.4065
Light,Order,Chaos,4.1423
Death,Silence,Chaos,3.1617
Soul,Beauty,Power,1.5116
Entropy,Noise,Death,2.6702
Mind,Logic,Truth,4.2502
Time,Power,Space,1.3780
Logic,Fractal,Death,3.9505
Mind,Logic,Truth,4.2502
Silence,Death,Chaos,3.1617
Life,Soul,Truth,4.1859
Entropy,Chaos,Power,1.9651
Logic,Geometry,Power,1.0082
Geometry,Energy,Power,1.1608
Time,Order,Noise,1.4427
Entropy,Fractal,Gravity,3.3061
Mind,Fractal,Death,3.9623
Order,Gravity,Noise,1.5942
Space,Time,Power,0.7401
Void,Order,Chaos,2.6251
Order,Beauty,Power,2.9475
Energy,Darkness,Power,1.3198
Mind,Beauty,Death,2.1388
Beauty,Energy,Power,0.9117
Void,Fractal,Death,4.0722
Order,Life,Noise,1.0042
Beauty,Matter,Chaos,2.6797
Geometry,Noise,Power,1.0246
Geometry,Truth,Noise,1.4314
Time,Space,Power,0.7401
Logic,Noise,Power,0.8736
Void,Death,Silence,1.8691
Void,Death,Silence,1.8691
Energy,Truth,Power,1.2269
Time,Geometry,Power,1.3173
Time,Chaos,Gravity,4.1501
Power,Entropy,Space,1.3973
Matter,Void,Time,4.2608
Order,Mind,Power,0.9403
Fractal,Noise,Death,2.2315
Truth,Power,Space,1.3902
Death,Time,Beauty,4.2028
Energy,Mind,Truth,4.1981
Chaos,Darkness,Power,0.8423
Gravity,Fractal,Time,3.7406
Logic,Space,Power,1.1225
Death,Darkness,Silence,1.2488
Chaos,Matter,Silence,1.3590
Death,Energy,Power,1.2735
Truth,Beauty,Power,1.1380
Logic,Life,Truth,4.3725
Gravity,Light,Power,1.0245
Geometry,Truth,Noise,1.4314
Mind,Chaos,Power,1.0267
Geometry,Soul,Power,1.4558
Noise,Energy,Power,1.0066
Darkness,Gravity,Power,0.9610
Mind,Void,Truth,4.3523
Time,Geometry,Power,1.3173
Beauty,Mind,Death,2.1388
Silence,Power,Energy,1.3954
Order,Void,Chaos,2.6251
Beauty,Logic,Chaos,1.9535
Life,Energy,Truth,4.0831
Power,Order,Energy,1.4731
Soul,Life,Truth,4.1859
Matter,Geometry,Power,1.0253
Death,Soul,Power,0.9767
Chaos,Order,Power,1.0512
Logic,Matter,Time,4.0450
Truth,Gravity,Power,1.3611
Void,Soul,Truth,4.3699
Fractal,Silence,Chaos,4.1523
Entropy,Void,Power,1.0247
Power,Energy,Space,1.5816
Logic,Power,Geometry,1.5978
Beauty,Death,Gravity,2.5503
Beauty,Death,Gravity,2.5503
Silence,Logic,Chaos,2.5902
Darkness,Logic,Power,1.5036
Noise,Silence,Chaos,1.9672
Matter,Soul,Truth,4.3716
Noise,Chaos,Silence,3.1409
Void,Logic,Death,4.1526
Gravity,Mind,Death,2.8915
Silence,Noise,Chaos,1.9672
Mind,Matter,Truth,4.0707
Darkness,Soul,Power,1.1775
Beauty,Death,Gravity,2.5503
Mind,Noise,Death,2.7087
Power,Space,Darkness,1.4353
Life,Darkness,Power,1.5189
Energy,Truth,Power,1.2269
Noise,Chaos,Silence,3.1409
Gravity,Logic,Death,2.9788
Light,Silence,Power,1.0243
Void,Gravity,Chaos,2.2528
Mind,Entropy,Noise,2.8055
Gravity,Chaos,Fractal,4.0090
Gravity,Geometry,Power,1.2557
Beauty,Void,Chaos,1.4597
Logic,Death,Silence,2.0096
Truth,Energy,Power,1.2269
Entropy,Truth,Death,4.3601
Chaos,Mind,Power,1.0267
Truth,Entropy,Death,4.3601
Mind,Darkness,Power,1.5329
Truth,Entropy,Death,4.3601
Truth,Space,Power,0.8807
Matter,Noise,Power,0.7258
Geometry,Order,Noise,1.6323
Beauty,Order,Power,2.9475
Darkness,Beauty,Power,1.0649
Light,Silence,Power,1.0243
Gravity,Logic,Death,2.9788
Beauty,Gravity,Death,3.5245
Mind,Beauty,Death,2.1388
Energy,Noise,Power,1.0066
Geometry,Beauty,Power,1.3933
Power,Truth,Space,1.3902
Life,Void,Entropy,4.0047
Darkness,Soul,Power,1.1775
Order,Death,Noise,2.6193
Entropy,Light,Power,1.0597
Time,Soul,Power,2.5748
Energy,Light,Power,0.7707
Mind,Time,Noise,2.0089
Fractal,Life,Truth,3.9896
Darkness,Chaos,Power,0.8423
Life,Void,Entropy,4.0047
Life,Matter,Truth,4.3647
Noise,Mind,Death,2.7087
Space,Beauty,Power,1.0820
Fractal,Mind,Death,3.9623
Void,Noise,Power,0.9708
Truth,Energy,Power,1.2269
Power,Order,Energy,1.4731
Life,Entropy,Power,0.7669
Soul,Life,Truth,4.1859
Energy,Mind,Truth,4.1981
Gravity,Chaos,Fractal,4.0090
Matter,Energy,Truth,3.2528
Silence,Entropy,Power,1.0313
Geometry,Matter,Power,1.0253
Silence,Death,Chaos,3.1617
Gravity,Order,Noise,1.5942
Time,Order,Noise,1.4427
Gravity,Space,Power,0.8553
Truth,Power,Space,1.3902
Energy,Noise,Power,1.0066
Void,Matter,Time,4.2608
Gravity,Truth,Power,1.3611
Order,Entropy,Light,2.1936
Beauty,Matter,Chaos,2.6797
Energy,Logic,Truth,3.8355
Life,Silence,Noise,1.5748
Beauty,Void,Chaos,1.4597
Death,Noise,Beauty,2.4102
Soul,Entropy,Truth,3.3272
Logic,Truth,Power,1.0549
Noise,Silence,Chaos,1.9672
Chaos,Void,Silence,1.9427
Death,Geometry,Silence,1.4695
Soul,Geometry,Power,1.4558
Geometry,Noise,Power,1.0246
Beauty,Logic,Chaos,1.9535
Chaos,Mind,Power,1.0267
Energy,Order,Power,1.3437
Space,Mind,Power,1.1365
Noise,Death,Beauty,2.4102
Chaos,Fractal,Gravity,3.9789
Power,Noise,Energy,1.3907
Entropy,Noise,Death,2.6702
Logic,Death,Silence,2.0096
Void,Silence,Death,2.0930
Soul,Truth,Power,1.1040
Chaos,Life,Power,0.7531
Soul,Entropy,Truth,3.3272
Energy,Silence,Power,1.0289
Void,Power,Geometry,1.6482
Time,Matter,Silence,1.3840
Geometry,Energy,Power,1.1608
Death,Truth,Entropy,4.3976
Fractal,Noise,Death,2.2315
Fractal,Mind,Death,3.9623
Death,Light,Power,1.0841
Void,Darkness,Noise,1.3777
Mind,Death,Noise,2.4772
Chaos,Gravity,Fractal,4.0090
Space,Energy,Power,1.0709
Gravity,Life,Chaos,1.8313
Power,Energy,Space,1.5816
Light,Void,Power,0.9016
Geometry,Order,Noise,1.6323
Matter,Light,Power,4.3255
Time,Light,Power,1.0485
Power,Void,Geometry,1.6482
Entropy,Death,Time,4.1228
Life,Light,Power,1.0357
Silence,Mind,Power,1.0384
Gravity,Beauty,Death,3.5245
Chaos,Space,Power,0.7193
Darkness,Mind,Power,1.5329
Noise,Silence,Chaos,1.9672
Mind,Time,Noise,2.0089
Matter,Time,Silence,1.3840
Beauty,Truth,Power,1.1380
Truth,Life,Power,1.1495
Death,Truth,Entropy,4.3976
Death,Truth,Entropy,4.3976
Void,Noise,Power,0.9708
Order,Darkness,Noise,1.5727
Fractal,Silence,Chaos,4.1523
Life,Light,Power,1.0357
Soul,Life,Truth,4.1859
Time,Logic,Silence,2.9283
Mind,Darkness,Power,1.5329
Soul,Life,Truth,4.1859
Matter,Fractal,Death,3.1484
Gravity,Energy,Power,1.3365
Geometry,Time,Power,1.3173
Chaos,Power,Space,1.4065
Beauty,Entropy,Noise,2.0962
Space,Life,Power,0.9829
Order,Death,Noise,2.6193
Mind,Chaos,Power,1.0267
Matter,Noise,Power,0.7258
Silence,Light,Power,1.0243
Chaos,Soul,Power,3.3116
Darkness,Light,Power,1.0422
Beauty,Order,Power,2.9475
Matter,Light,Power,4.3255
Time,Mind,Noise,2.0089
Logic,Gravity,Death,2.9788
Time,Logic,Silence,2.9283
Beauty,Entropy,Noise,2.0962
Truth,Death,Entropy,4.3976
Noise,Time,Death,1.9642
Truth,Light,Power,1.1572
Entropy,Light,Power,1.0597
Gravity,Mind,Death,2.8915
Life,Logic,Truth,4.3725
Truth,Gravity,Power,1.3611
Logic,Space,Power,1.1225
Life,Gravity,Chaos,1.8313
Death,Matter,Power,1.3059
Fractal,Light,Power,1.0272
Darkness,Matter,Power,1.3994
Power,Beauty,Energy,1.3926
Noise,Soul,Power,1.3820
Void,Mind,Truth,4.3523
Geometry,Order,Noise,1.6323
Gravity,Noise,Death,2.7163
Time,Beauty,Death,3.1961
Gravity,Space,Power,0.8553
Entropy,Time,Death,4.0825
Logic,Chaos,Silence,2.4779
Geometry,Chaos,Power,1.0226
Void,Gravity,Chaos,2.2528
Mind,Gravity,Death,2.8915
Logic,Truth,Power,1.0549
Gravity,Silence,Chaos,4.2996
Soul,Energy,Truth,3.2747
Order,Death,Noise,2.6193
Darkness,Life,Power,1.5189
Matter,Fractal,Death,3.1484
Order,Power,Energy,1.4731
Life,Noise,Power,1.0248
Life,Gravity,Chaos,1.8313
Beauty,Death,Gravity,2.5503
Light,Geometry,Power,1.0509
Light,Gravity,Power,1.0245
Beauty,Power,Energy,1.3926
Truth,Entropy,Death,4.3601
Beauty,Energy,Power,0.9117
Time,Life,Power,0.9508
Power,Entropy,Space,1.3973
Light,Order,Chaos,4.1423
Power,Geometry,Energy,1.4171
Matter,Entropy,Power,1.0246
Logic,Void,Death,4.1526
Space,Logic,Power,1.1225
Darkness,Logic,Power,1.5036
Order,Fractal,Noise,1.3934
Gravity,Entropy,Time,4.2145
Energy,Silence,Power,1.0289
Noise,Chaos,Silence,3.1409
Chaos,Silence,Beauty,4.2702
Matter,Beauty,Chaos,2.6797
Power,Space,Darkness,1.4353
Void,Matter,Time,4.2608
Life,Darkness,Power,1.5189
Silence,Logic,Chaos,2.5902
Fractal,Truth,Power,1.0759
Geometry,Time,Power,1.3173
Entropy,Order,Light,2.1936
Geometry,Matter,Power,1.0253
Truth,Power,Space,1.3902
Light,Chaos,Power,1.0247
Chaos,Beauty,Silence,2.6342
Geometry,Matter,Power,1.0253
Entropy,Noise,Death,2.6702
Fractal,Matter,Death,3.1484
Light,Silence,Power,1.0243
Gravity,Noise,Death,2.7163
Death,Beauty,Gravity,2.5503
Noise,Gravity,Death,2.7163
Order,Energy,Power,1.3437
Energy,Noise,Power,1.0066
Power,Void,Geometry,1.6482
Gravity,Space,Power,0.8553
Death,Order,Noise,2.6193
Death,Power,Energy,1.4392
Truth,Time,Entropy,4.3426
Geometry,Matter,Power,1.0253
Matter,Noise,Power,0.7258
Noise,Order,Power,0.7099
Light,Order,Chaos,4.1423
Light,Time,Power,1.0485
Energy,Noise,Power,1.0066
Silence,Beauty,Chaos,2.7515
Chaos,Order,Power,1.0512
Life,Darkness,Power,1.5189
Chaos,Life,Power,0.7531
Time,Life,Power,0.9508
Death,Order,Noise,2.6193
Silence,Light,Power,1.0243
Void,Logic,Death,4.1526
Truth,Mind,Power,1.4494
Beauty,Geometry,Power,1.3933
Darkness,Geometry,Noise,1.3489
Energy,Entropy,Power,1.0467
Gravity,Mind,Death,2.8915
Entropy,Silence,Power,1.0313
Darkness,Order,Noise,1.5727
Mind,Energy,Truth,4.1981
Darkness,Energy,Power,1.3198
Gravity,Life,Chaos,1.8313
Chaos,Energy,Power,1.0250
Death,Power,Energy,1.4392
Void,Truth,Noise,1.7162
Entropy,Death,Time,4.1228
Geometry,Beauty,Power,1.3933
Chaos,Light,Power,1.0247
Time,Matter,Silence,1.3840
Entropy,Gravity,Time,4.2145
Soul,Light,Power,1.0254
Space,Noise,Power,1.0252
Mind,Energy,Truth,4.1981
Space,Power,Darkness,1.4353
Space,Chaos,Power,0.7193
Power,Life,Chaos,1.5787
Chaos,Light,Power,1.0247
Power,Order,Energy,1.4731
Soul,Space,Power,0.9293
Matter,Time,Silence,1.3840
Silence,Soul,Power,1.2595
Order,Time,Noise,1.4427
Entropy,Fractal,Gravity,3.3061
Darkness,Death,Silence,1.2488
Soul,Energy,Truth,3.2747
Beauty,Void,Chaos,1.4597
Matter,Time,Silence,1.3840
Logic,Gravity,Death,2.9788
Chaos,Truth,Power,1.1487
Geometry,Energy,Power,1.1608
Matter,Mind,Truth,4.0707
Beauty,Power,Energy,1.3926
Beauty,Order,Power,2.9475
Geometry,Truth,Noise,1.4314
Space,Void,Power,1.1094
Beauty,Gravity,Death,3.5245
Order,Chaos,Power,1.0512
Death,Matter,Power,1.3059
Power,Noise,Energy,1.3907
Mind,Void,Truth,4.3523
Time,Energy,Power,1.0880
Soul,Light,Power,1.0254
Energy,Life,Truth,4.0831
Death,Logic,Silence,2.0096
Death,Mind,Noise,2.4772
Darkness,Death,Silence,1.2488
Order,Time,Noise,1.4427
Silence,Power,Energy,1.3954
Chaos,Silence,Beauty,4.2702
Geometry,Noise,Power,1.0246
Power,Life,Chaos,1.5787
Logic,Void,Death,4.1526
Life,Logic,Truth,4.3725
Logic,Time,Silence,2.9283
Light,Mind,Power,1.2578
Space,Time,Power,0.7401
Noise,Light,Power,0.7088
Gravity,Fractal,Time,3.7406
Time,Noise,Death,1.9642
Order,Noise,Power,0.7099
Darkness,Death,Silence,1.2488
Void,Mind,Truth,4.3523
Matter,Power,Geometry,1.5908
Silence,Void,Death,2.0930
Geometry,Gravity,Power,1.2557
Matter,Silence,Power,1.4272
Chaos,Space,Power,0.7193
Darkness,Life,Power,1.5189
Light,Mind,Power,1.2578
Life,Fractal,Truth,3.9896
Time,Space,Power,0.7401
Darkness,Geometry,Noise,1.3489
Logic,Soul,Truth,4.3758
Energy,Death,Power,1.2735
Order,Light,Chaos,4.1423
Time,Light,Power,1.0485
Order,Life,Noise,1.0042
Soul,Silence,Power,1.2595
Beauty,Darkness,Power,1.0649
Death,Void,Silence,1.8691
Beauty,Fractal,Death,2.9919
Energy,Chaos,Power,1.0250
Light,Geometry,Power,1.0509
Gravity,Power,Soul,1.8128
Geometry,Matter,Power,1.0253
Fractal,Logic,Death,3.9505
Geometry,Soul,Power,1.4558
Void,Geometry,Noise,2.4969
Logic,Mind,Truth,4.2502
Entropy,Beauty,Noise,2.0962
Void,Soul,Truth,4.3699
Gravity,Power,Soul,1.8128
Death,Void,Silence,1.8691
Chaos,Time,Gravity,4.1501
Void,Truth,Noise,1.7162
Geometry,Void,Noise,2.4969
Space,Power,Darkness,1.4353
Light,Mind,Power,1.2578
Truth,Silence,Power,1.0216
Entropy,Space,Power,0.9201
Matter,Power,Geometry,1.5908
Noise,Truth,Power,1.0711
Power,Mind,Geometry,1.6173
Space,Order,Power,1.2000
Silence,Time,Chaos,4.3078
Chaos,Mind,Power,1.0267
Fractal,Energy,Death,2.3485
Silence,Beauty,Chaos,2.7515
Energy,Time,Power,1.0880
Mind,Time,Noise,2.0089
Void,Light,Power,0.9016
Beauty,Time,Death,3.1961
Noise,Soul,Power,1.3820
Logic,Void,Death,4.1526
Life,Darkness,Power,1.5189
Gravity,Order,Noise,1.5942
Entropy,Matter,Power,1.0246
Fractal,Death,Beauty,3.5782
Power,Chaos,Space,1.4065
Void,Space,Power,1.1094
Space,Beauty,Power,1.0820
Truth,Power,Space,1.3902
Light,Void,Power,0.9016
Fractal,Power,Chaos,1.5892
Noise,Light,Power,0.7088
Time,Silence,Chaos,4.3078
Order,Silence,Power,1.0099
Soul,Fractal,Truth,4.0839
Chaos,Gravity,Fractal,4.0090
Space,Power,Darkness,1.4353
Power,Beauty,Energy,1.3926
Soul,Light,Power,1.0254
Space,Fractal,Power,0.7837
Chaos,Space,Power,0.7193
Noise,Energy,Power,1.0066
Space,Light,Power,1.0853
Soul,Mind,Truth,4.3714
Void,Life,Entropy,4.0047
Matter,Silence,Power,1.4272
Soul,Energy,Truth,3.2747
Chaos,Power,Space,1.4065
Gravity,Logic,Death,2.9788
Beauty,Power,Energy,1.3926
Time,Geometry,Power,1.3173
Time,Matter,Silence,1.3840
Chaos,Matter,Silence,1.3590
Void,Beauty,Chaos,1.4597
Order,Time,Noise,1.4427
Energy,Gravity,Power,1.3365
Entropy,Chaos,Power,1.9651
Death,Energy,Power,1.2735
Chaos,Energy,Power,1.0250
Space,Truth,Power,0.8807
Energy,Darkness,Power,1.3198
Gravity,Beauty,Death,3.5245
Logic,Noise,Power,0.8736
Mind,Order,Power,0.9403
Soul,Space,Power,0.9293
Chaos,Entropy,Power,1.9651
Fractal,Chaos,Gravity,3.9789
Time,Space,Power,0.7401
Silence,Noise,Chaos,1.9672
Chaos,Space,Power,0.7193
Geometry,Gravity,Power,1.2557
Truth,Beauty,Power,1.1380
Chaos,Mind,Power,1.0267
Geometry,Matter,Power,1.0253
Power,Soul,Chaos,1.6612
Death,Mind,Noise,2.4772
Space,Void,Power,1.1094
Darkness,Truth,Silence,1.4276
Entropy,Chaos,Power,1.9651
